"RespNum","Sample","Date","demog_age_list","demog_state","demog_state_region","gw_belief","believer_confidence","believer_cause","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","gw_concern","ccvsgw_concern","intl_support_v2","intl_support_china_v2","intl_kyotoknowldg","state_fftax_nocost","state_fftax_cost10pct","state_captrade","state_captrade_cost10pct","state_rps_v2","state_rps_v2_cost100","state_gastax_nocost","state_gastax_cost25cpg","captrade_knowldg","captrade_support_v1","captrade_cost15dol","carbontax_support","carbontax_cost15dol","carbontax_rev4research_v2","carbontax_revneutral_v2","coalfpp_support","coalfpp_support_Obama","carbontax_partisan1","carbontax_partisan2","carbontax_partisan3","carbontax_partisan4","carbontax_partisan5","carbontax_partisan_support","carbontax_partisan_oppose","willing2pay_list","willing2pay_open","willing2pay_open_coded","govt_nostateaction","state_rps_economy","state_neighborsact","state_impactsfelt","fed_moralobligation","pipelines_support","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_persfinance","demog_income","demog_gender","weight"
852,"c","10/17/2013 6:07:03",3,"AR",2,98,,,,,,,,,,,,,,,,,,,3,,,98,98,3,,,3,2,,,4,98,98,3,98,3,3,,98,,,,1,,,2,,1,,,98,98,98,3,98,98,1,2,,3,1,2,2,3,,2,0.967
853,"c","10/17/2013 6:07:30",2,"TX",2,1,2,2,"VERY HOT WEATHER",2,3,1,2,2,2,3,2,1,,,,,,,2,,,2,98,4,,,4,1,,,4,2,4,4,4,4,2,,98,,,,3,,,,,5,,,2,1,3,2,2,2,9,2,,2,2,1,4,2,2,1,2.15
854,"c","10/17/2013 6:08:45",1,"TX",2,2,,,,,,,,,,,,,2,"HAVE NOT SEEN ANY CHANGE",1,1,4,4,4,,,3,98,4,,,4,2,,,4,3,98,4,4,4,2,,4,,,,2,,,,2,1,,,3,98,2,4,3,1,1,6,,2,5,4,2,3,2,2,1.677
855,"c","10/17/2013 6:13:20",2,"OH",3,2,,,,,,,,,,,,,2,"OUR WINTERS ARE JUST AS COLD",1,1,4,4,4,,,5,2,4,,,4,2,,,4,3,2,4,4,4,2,,4,,,,2,,,,2,1,,,4,98,2,4,2,3,1,1,2,2,1,4,3,1,2,1,1.1
856,"c","10/17/2013 6:14:01",3,"MI",3,1,1,2,"SEVERE WINTERS WITH HIGH SNOWS",3,2,3,3,2,4,2,2,1,,,,,,,2,,,2,1,4,,,2,2,,,4,2,2,2,3,2,2,,2,,,,2,,,,3,4,,,2,1,3,2,2,1,1,1,2,3,2,2,1,3,4,1,0.69
857,"c","10/17/2013 6:17:33",3,"WI",3,2,,,,,,,,,,,,,1,"TEMPERATURES OUTSIDE,  IT IS COLDER THAT USED TO BE",1,1,3,3,4,,,5,2,4,,,4,4,,,4,3,4,4,4,4,1,,4,,,,3,,,,,1,,,4,4,4,4,4,4,1,6,,3,1,4,5,3,2,1,0.69
858,"c","10/17/2013 6:17:50",3,"CO",4,98,,,,,,,,,,,,,,,,,,,2,,,3,98,4,,,4,2,,,4,3,2,4,4,4,4,,4,,,,2,,,,2,1,,,3,98,3,4,2,3,1,2,,3,5,2,1,3,3,1,0.69
859,"c","10/17/2013 6:20:08",2,"UT",4,1,2,3,"OVER POPULATION AND NATURAL TRENDS",13,2,1,3,3,2,2,1,1,,,,,,,1,,,1,1,4,,,4,2,,,4,2,4,4,4,4,2,,98,,,,1,,,1,,4,,,2,1,3,2,2,2,1,6,,4,5,4,5,2,,2,1.197
860,"c","10/17/2013 6:23:01",3,"IL",3,1,1,3,"SCIENTIFIC DATA",4,1,98,98,2,2,2,2,2,,,,,,,1,,,1,2,3,,,4,1,,,2,3,2,2,4,4,4,,4,,,,3,,,,,1,,,1,1,4,1,1,4,1,1,2,5,1,4,3,3,,2,0.787
861,"c","10/17/2013 6:24:23",2,"FL",2,2,,,,,,,,,,,,,2,"MUCH WARMER FROM WHERE I COME FROM",1,1,4,4,4,,,3,98,4,,,4,2,,,4,3,3,4,4,4,4,,4,,,,2,,,,2,1,,,3,98,3,4,1,98,9,2,,2,1,4,2,3,2,1,2.15
862,"c","10/17/2013 6:24:53",1,"NM",4,1,2,3,"GLACIERS ARE MELTING",1,1,3,3,3,3,3,2,2,,,,,,,1,,,2,98,2,,,2,1,,,4,2,2,2,2,2,1,,2,,,,2,,,,1,2,,,2,1,3,3,2,3,5,2,,4,5,4,4,3,,1,1.37
863,"c","10/17/2013 6:25:54",4,"MO",3,1,2,2,"WILD WEATHER INCREASING OVER THE YEARS",3,3,1,3,1,2,3,1,1,,,,,,,1,,,2,98,4,,,4,3,,,4,2,3,3,4,3,2,,2,,,,3,,,,,2,,,98,2,2,2,2,3,2,1,2,2,1,1,4,2,1,1,0.89
864,"c","10/17/2013 6:31:17",2,"AL",2,1,2,2,"NATURAL CYCLES OVER THE YEARS",9,2,1,2,1,2,2,1,1,,,,,,,1,,,1,2,4,,,2,2,,,4,2,2,2,3,2,2,,2,,,,1,,,3,,4,,,1,1,4,1,1,1,1,1,2,4,2,2,1,3,4,1,0.92
865,"c","10/17/2013 6:31:25",2,"PA",1,1,1,1,"OZONE LAYER",10,1,2,4,2,2,2,2,2,,,,,,,2,,,3,98,3,,,3,2,,,4,2,98,3,2,3,2,,2,,,,3,,,,,98,,,2,1,3,2,98,2,9,2,,3,1,2,3,2,,1,2.12
866,"c","10/17/2013 6:31:33",1,"NC",2,1,1,3,"WARMER WINTERS",2,1,1,3,2,1,1,1,2,,,,,,,1,,,1,2,2,,,2,1,,,2,2,2,2,2,2,1,,2,,,,1,,,1,,3,,,1,2,4,1,1,4,1,6,,3,5,4,4,3,2,1,1.37
867,"c","10/17/2013 6:35:36",3,"LA",2,2,,,,,,,,,,,,,1,"MAN DOES NOT CONTROL WEATHER",9,1,4,4,4,,,3,98,4,,,4,2,,,4,3,3,4,4,4,4,,4,,,,2,,,,2,1,,,3,98,2,4,3,98,2,1,1,2,1,1,1,3,1,2,1.387
868,"c","10/17/2013 6:35:51",3,"OK",2,1,1,3,"IT IS HOTTER THEN HELL",2,2,1,3,3,1,3,2,2,,,,,,,1,,,1,2,2,,,2,1,,,2,1,1,2,2,2,1,,2,,,,3,,,,,4,,,1,1,4,2,1,4,1,2,,5,2,1,5,1,,1,0.51
869,"c","10/17/2013 6:40:43",3,"ME",1,2,,,,,,,,,,,,,1,"NOT IN NEW ENGLAND",1,1,3,3,4,,,3,98,4,,,4,2,,,4,3,98,4,4,4,4,,4,,,,2,,,,2,1,,,4,98,1,4,2,1,1,2,,3,2,2,1,3,4,1,0.69
870,"c","10/17/2013 6:40:48",4,"FL",2,2,,,,,,,,,,,,,2,"NATURAL PATTERNS",2,2,2,1,3,,,4,98,4,,,4,3,,,4,98,98,3,98,3,3,,3,,,,1,,,1,,1,,,4,3,98,4,3,1,1,2,,4,1,2,1,3,,1,0.32
871,"c","10/17/2013 6:42:50",1,"IL",3,1,1,3,"CHANGES IN THE ATMOSPHERE, DESERT BECOMES A FOREST.  EARTH TEMPS ARE INCREASING",3,2,1,3,1,2,1,1,1,,,,,,,1,,,1,1,98,,,4,1,,,98,3,3,3,4,4,4,,2,,,,1,,,3,,2,,,1,2,4,2,2,2,2,1,2,5,2,1,4,98,5,1,1.66
872,"c","10/17/2013 6:44:36",2,"MO",3,1,1,3,"WEATHER PATTERNS",3,1,1,3,2,1,1,1,3,,,,,,,2,,,1,2,2,,,3,1,,,4,2,1,3,2,3,2,,3,,,,1,,,1,,3,,,1,2,4,1,1,4,1,1,2,2,1,1,4,2,2,2,1.377
873,"c","10/17/2013 6:44:54",2,"IL",3,1,1,1,"POLLUTION AND CARS",8,1,2,2,2,3,2,2,2,,,,,,,1,,,2,2,2,,,2,1,,,3,2,2,2,2,2,1,,2,,,,2,,,,2,3,,,1,1,4,2,1,4,10,,,,1,,,,,1,1.22
874,"c","10/17/2013 6:45:21",2,"IL",3,1,2,1,"TOO MUCH GARBAGE",8,2,2,2,2,2,2,1,1,,,,,,,2,,,2,2,4,,,4,2,,,4,2,2,4,4,4,2,,2,,,,1,,,1,,2,,,2,2,3,2,2,2,1,1,2,2,2,2,2,,,2,1.377
875,"c","10/17/2013 6:49:52",1,"GA",2,1,1,3,"STUDY ON NEWS",6,2,4,4,4,4,4,4,2,,,,,,,2,,,1,2,2,,,2,4,,,1,1,1,1,1,2,2,,4,,,,98,,,,,98,,,4,4,4,4,4,1,1,3,,5,5,4,3,1,,1,1.19
876,"c","10/17/2013 6:52:07",2,"TX",2,1,2,2,"ICE MELTING",1,4,2,4,2,2,4,2,2,,,,,,,2,,,4,2,4,,,3,3,,,4,2,3,2,2,3,3,,3,,,,2,,,,3,2,,,1,1,1,1,1,3,9,2,,2,5,2,3,3,2,2,2.427
877,"c","10/17/2013 7:09:52",3,"IL",3,1,1,1,"ERODING COASTLINES",11,2,2,4,2,2,3,2,2,,,,,,,,1,,2,98,2,,1,,,2,,2,2,2,2,2,2,1,,2,,,,,,1,2,,,"$100",3,1,1,4,2,1,4,1,1,2,5,5,1,5,2,,1,0.51
878,"c","10/17/2013 7:10:12",3,"IN",3,1,1,1,"PERSONAL OBSERVATIONS",2,1,1,3,2,1,1,1,3,,,,,,,,1,,2,98,2,,2,,,3,,4,3,2,3,3,3,2,,98,,,,,,3,,,,"$100",3,1,98,4,1,1,4,1,1,2,4,1,2,1,2,2,2,0.817
879,"c","10/17/2013 7:13:08",1,"CO",4,98,,,,,,,,,,,,,,,,,,,,3,,3,98,4,,98,,,4,,4,3,2,4,4,4,2,,4,,,,,,2,,1,,"0",1,3,98,2,4,2,2,1,1,2,2,5,4,3,3,1,2,1.597
880,"c","10/17/2013 7:14:34",3,"IL",3,1,2,1,"CHEMICALS GOING IN AIR",8,3,2,4,2,2,4,3,3,,,,,,,,3,,3,98,2,,2,,,4,,4,2,98,98,98,98,3,,2,,,,,,3,,,,"0",1,2,2,3,3,2,2,1,2,,3,1,2,2,3,3,1,0.69
881,"c","10/17/2013 7:15:43",3,"MI",3,1,2,2,"HISTORY",4,4,1,2,4,1,4,4,4,,,,,,,,4,,5,2,4,,4,,,4,,4,1,4,4,4,4,4,,4,,,,,,2,,1,,"0",1,4,4,98,4,4,1,1,2,,2,5,2,1,3,,1,0.72
882,"c","10/17/2013 7:20:10",3,"NY",1,1,2,1,"OZONE LAYER IS BEING DESTROYED BY THE FACTORY POLLUTION",8,1,1,1,1,2,1,1,1,,,,,,,,1,,1,1,4,,2,,,2,,4,3,98,98,4,3,2,,2,,,,,,1,2,,,"$50",2,2,2,3,2,2,2,9,5,,3,1,1,5,,,1,1.74
883,"c","10/17/2013 7:23:00",2,"CO",4,1,3,3,"IF IT IS HAPPENING IT IS PROBABLY FROM US",8,1,3,4,2,3,1,1,3,,,,,,,,3,,3,98,4,,98,,,4,,4,3,2,4,4,4,2,,3,,,,,,3,,,,"0",1,2,2,4,2,1,3,1,1,2,3,5,1,4,2,3,1,1.07
884,"c","10/17/2013 7:24:55",2,"GA",2,1,1,1,"HOTTER LONGER",2,4,1,4,4,3,4,1,1,,,,,,,,2,,1,2,4,,2,,,4,,4,3,2,4,4,4,1,,3,,,,,,2,,1,,"0",1,2,3,3,2,1,3,1,6,,4,4,2,3,3,3,1,0.92
885,"c","10/17/2013 7:25:01",3,"CA",4,1,2,2,"HEAVY STORMS CAUSING MUDSLIDES AND HIGH TIDES",3,2,1,2,2,2,2,1,1,,,,,,,,1,,1,1,4,,4,,,2,,4,2,3,3,3,3,2,,4,,,,,,2,,2,,"$1000",6,2,2,3,2,2,1,5,6,,3,2,2,1,3,3,2,1.117
886,"c","10/17/2013 7:26:12",1,"CA",4,1,2,3,"HUMAN ACTIVITY AND NATURAL PATTERNS",8,3,2,4,98,98,98,3,4,,,,,,,,3,,3,98,2,,2,,,2,,2,2,2,2,2,2,1,,2,,,,,,3,,,,"$100",3,2,3,3,3,2,3,5,7,,5,5,,,3,,1,1.34
887,"c","10/17/2013 7:29:04",1,"PA",1,1,2,1,"WE DO NOT EVEN GET WINTERS ANYMORE",3,1,1,3,2,1,1,1,3,,,,,,,,1,,2,2,2,,2,,,2,,4,2,2,3,3,2,1,,98,,,,,,1,3,,,"$50",2,1,2,4,1,1,4,1,6,,2,5,4,4,3,2,1,1.4
888,"c","10/17/2013 7:29:25",4,"VA",2,1,2,2,"MORE STORMS HOTTER SUMMERS",3,3,1,4,1,3,3,2,1,,,,,,,,2,,2,98,4,,4,,,4,,4,2,3,3,3,3,2,,1,,,,,,1,1,,,"0",1,2,2,3,98,98,98,10,1,2,2,1,1,4,2,2,1,0.65
889,"c","10/17/2013 7:34:25",3,"NC",2,1,1,1,"POLLUTION CAUSING WEIRD PATTERNS IN OUR WEATHER",8,1,1,2,1,2,2,2,1,,,,,,,,2,,2,98,4,,2,,,2,,4,2,2,2,4,2,2,,2,,,,,,98,,,,"NOT SURE",98,2,2,3,2,3,2,1,1,2,2,1,2,2,2,3,1,0.72
890,"c","10/17/2013 7:34:51",2,"TN",2,2,,,,,,,,,,,,,1,"BIBLE",6,1,1,1,,4,,5,2,4,,3,,,4,,4,1,4,4,4,4,3,,3,,,,,,2,,1,,"0",1,4,3,1,4,4,1,1,1,1,4,1,2,1,3,5,1,0.92
891,"c","10/17/2013 7:38:33",2,"NY",1,98,,,,,,,,,,,,,,,,,,,,2,,98,98,3,,98,,,4,,4,98,98,3,98,3,98,,98,,,,,,2,,2,,"NOT SURE",98,3,2,98,2,98,1,9,2,,3,5,4,3,2,,2,2.397
892,"c","10/17/2013 7:38:37",2,"MS",2,1,2,3,"WHAT I HEAR ON THE TELEVISION",6,1,1,4,3,3,1,1,3,,,,,,,,2,,2,2,2,,1,,,3,,4,2,2,3,4,3,2,,3,,,,,,98,,,,"0",1,1,98,4,2,1,3,2,1,1,2,1,1,2,3,1,2,1.767
893,"c","10/17/2013 7:39:08",4,"OR",4,2,,,,,,,,,,,,,1,"LIVING IT",1,1,1,2,,4,,5,2,4,,4,,,4,,4,98,4,4,4,4,4,,4,,,,,,2,,2,,"0",1,2,4,2,98,4,1,1,1,2,3,1,2,2,2,,1,0.47
894,"c","10/17/2013 7:39:48",3,"CA",4,2,,,,,,,,,,,,,2,"ALWAYS HOT HERE",1,1,4,4,,3,,3,98,4,,4,,,4,,4,2,4,3,4,4,2,,4,,,,,,3,,,,"0",1,4,3,4,3,3,3,9,2,,1,1,1,4,2,1,1,2.21
895,"c","10/17/2013 7:41:21",2,"TX",2,2,,,,,,,,,,,,,2,"HISTORY OF CLIMATE CHANGE",5,2,2,2,,3,,2,2,4,,4,,,4,,4,2,3,4,4,4,4,,4,,,,,,2,,1,,"0",1,2,98,3,4,2,2,1,2,,3,1,4,2,2,3,1,1.07
896,"c","10/17/2013 7:41:56",2,"OH",3,2,,,,,,,,,,,,,1,"HISTORY. THE EARTH FLUXES BETWEEN COLD AND HOT IN CYCLES",5,3,2,1,,3,,5,2,4,,98,,,1,,4,98,98,98,3,3,2,,3,,,,,,1,2,,,"$200",4,1,1,1,4,1,2,,2,,4,5,,,,,1,1.07
897,"c","10/17/2013 7:44:47",2,"CA",4,98,,,,,,,,,,,,,,,,,,,,3,,3,98,4,,98,,,4,,4,3,2,4,4,4,4,,4,,,,,,2,,2,,"0",1,4,98,2,4,2,4,1,6,,2,5,4,4,3,3,2,1.377
898,"c","10/17/2013 7:46:03",2,"NJ",1,2,,,,,,,,,,,,,3,"NORMAL SEASON CHANGES",1,2,2,1,,3,,3,98,4,,98,,,4,,4,3,98,3,3,3,98,,98,,,,,,2,,1,,"0",1,4,4,1,2,3,2,1,,,,1,,,,,2,1.347
899,"c","10/17/2013 7:47:14",3,"MN",3,1,1,2,"VERY COLD WEATHER WITH HIGH SNOW FALLS AND HOTTER WEATHER OUT WEST",3,1,3,3,3,2,2,2,1,,,,,,,,1,,2,1,3,,4,,,2,,4,3,98,98,3,3,2,,2,,,,,,1,1,,,"$150",4,3,2,3,2,2,2,1,1,2,3,2,2,1,3,3,2,0.967
900,"c","10/17/2013 7:47:24",1,"CA",4,98,,,,,,,,,,,,,,,,,,,,4,,3,98,4,,4,,,4,,4,3,3,4,4,4,2,,4,,,,,,2,,2,,"0",1,3,3,3,3,2,3,1,1,2,2,5,4,3,3,3,2,1.677
901,"c","10/17/2013 7:48:11",3,"CA",4,1,1,1,"FOSSIL FUEL BURNING AND CONCRETE",8,2,2,2,98,2,3,2,3,,,,,,,,1,,2,2,4,,4,,,2,,4,1,3,98,98,98,98,,98,,,,,,3,,,,"$200",4,3,2,2,2,2,2,1,1,2,4,2,1,4,3,3,1,0.54
902,"c","10/17/2013 7:51:05",3,"OK",2,1,2,1,"SEVERE CROP FAILURE",14,1,1,3,2,3,1,1,2,,,,,,,,1,,1,2,1,,1,,,3,,4,2,1,2,4,4,3,,4,,,,,,1,2,,,"$150",4,1,2,4,1,2,4,1,1,2,3,1,1,3,3,2,2,0.967
903,"c","10/17/2013 7:54:49",2,"WA",4,1,2,2,"THE EARTHS CYCLES ARE SET IN TIME AND GO THE SAME ALWAYS",9,2,2,3,3,3,2,2,1,,,,,,,,2,,2,1,4,,2,,,2,,4,2,2,2,3,2,2,,3,,,,,,3,,,,"NOT SURE",98,2,1,3,2,2,1,5,6,,4,5,4,4,,5,1,1.07
904,"c","10/17/2013 7:55:05",3,"IL",3,1,2,2,"NEWS",6,2,4,98,4,4,4,2,4,,,,,,,,2,,5,2,4,,3,,,4,,4,1,4,4,4,4,4,,4,,,,,,2,,1,,"0",1,4,4,4,2,4,1,1,2,,4,1,3,1,1,6,1,0.6
905,"c","10/17/2013 7:57:43",2,"AL",2,1,2,3,"DROUGHT",3,1,2,3,3,2,1,1,3,,,,,,,,1,,2,2,4,,1,,,4,,4,2,1,4,3,4,3,,2,,,,,,1,3,,,"0",1,1,98,4,1,1,4,1,1,2,3,1,4,3,3,2,2,1.347
906,"c","10/17/2013 8:00:59",1,"OK",2,2,,,,,,,,,,,,,2,"NORMAL CONDITIONS",1,3,2,1,,4,,4,98,4,,4,,,4,,4,3,98,3,3,3,2,,98,,,,,,3,,,,"0",1,4,3,4,4,4,1,10,6,,2,1,,,3,,1,1.55
907,"c","10/17/2013 8:01:08",2,"CA",4,98,,,,,,,,,,,,,,,,,,,,3,,3,98,4,,4,,,4,,4,2,3,4,3,4,2,,3,,,,,,2,,1,,"0",1,2,98,4,3,2,4,1,6,,3,5,4,4,2,2,2,1.347
908,"c","10/17/2013 8:01:31",4,"AZ",4,1,1,1,"STUDIES",4,1,1,1,1,1,1,1,1,,,,,,,,1,,2,2,1,,1,,,1,,1,1,1,1,1,1,1,,1,,,,,,1,1,,,"$100",3,2,2,4,1,1,4,10,7,,5,2,1,4,3,6,1,0.5
909,"c","10/17/2013 8:04:15",2,"TX",2,1,2,1,"POLLUTION OF CARS AND TRUCKS",8,3,1,4,1,2,3,1,1,,,,,,,,2,,2,98,4,,4,,,2,,4,2,4,4,4,4,2,,3,,,,,,98,,,,"0",1,98,2,98,98,98,2,9,2,,2,1,1,4,2,2,1,2.15
910,"c","10/17/2013 8:05:38",3,"CA",4,2,,,,,,,,,,,,,1,"CHANGE EVERY FEW YEARS",2,1,3,3,,4,,4,98,4,,4,,,4,,4,2,3,4,3,3,3,,4,,,,,,3,,,,"0",1,2,98,2,4,2,4,1,1,2,3,2,4,3,3,2,1,0.69
911,"c","10/17/2013 8:08:48",4,"OK",2,1,2,2,"NATURAL PATTERNS AND MORE STORMS",9,3,1,3,2,2,3,1,1,,,,,,,,2,,2,1,2,,2,,,2,,2,2,2,2,2,2,1,,98,,,,,,1,2,,,"$250",4,2,1,3,2,2,2,1,1,2,3,1,2,1,3,3,2,0.747
912,"c","10/17/2013 8:08:57",1,"AZ",4,1,2,3,"EXTREME HEAT ALL YEAR",2,1,1,3,2,1,1,1,3,,,,,,,,1,,1,2,3,,1,,,4,,4,2,1,4,4,4,4,,2,,,,,,2,,2,,"$50",2,1,2,4,1,1,4,1,6,,2,5,3,2,3,2,2,1.677
913,"c","10/17/2013 8:14:15",2,"CA",4,1,1,1,"THINGS HE HAS READ",6,1,2,4,98,98,4,2,4,,,,,,,,1,,1,2,3,,1,,,2,,3,2,2,2,2,2,1,,2,,,,,,1,3,,,"$100",3,1,1,4,3,2,4,1,,,4,1,1,5,3,,1,0.92
914,"c","10/17/2013 8:19:21",3,"MO",3,1,2,1,"THINGSI HAVE LEARNED",4,1,2,3,3,2,2,2,2,,,,,,,,1,,2,2,2,,1,,,3,,3,2,2,2,2,2,1,,2,,,,,,1,2,,,"$150",4,2,2,2,2,1,4,10,6,,3,2,4,3,2,,1,0.84
915,"c","10/17/2013 8:23:00",1,"TX",2,2,,,,,,,,,,,,,2,"READING",9,4,3,2,,3,,1,98,2,,4,,,2,,2,3,1,2,4,4,4,,2,,,,,,2,,1,,"$150",4,4,3,4,4,1,1,9,1,1,5,5,4,3,1,2,1,2.24
916,"c","10/17/2013 8:24:08",3,"AR",2,2,,,,,,,,,,,,,2,"CYCLES",2,3,2,1,,3,,4,98,3,,3,,,4,,4,3,98,3,98,3,3,,98,,,,,,3,,,,"0",1,4,3,98,3,4,1,2,1,2,2,1,4,2,2,,1,1.19
917,"c","10/17/2013 8:24:10",1,"TX",2,1,2,1,"SCIENCE",4,2,1,2,2,2,3,2,2,,,,,,,,2,,2,98,4,,4,,,2,,3,2,3,3,3,2,2,,98,,,,,,1,1,,,"$50",2,2,2,3,2,2,2,9,2,,4,1,4,5,,,2,2.547
918,"c","10/17/2013 8:24:50",3,"LA",2,2,,,,,,,,,,,,,2,"AVERAGES OVER LONG PERIOD OF TIME",5,2,3,3,,4,,3,98,4,,3,,,4,,4,2,3,4,4,4,4,,4,,,,,,2,,2,,"0",1,4,4,2,4,2,4,2,6,,3,5,1,3,3,2,1,1.16
919,"c","10/17/2013 8:27:47",3,"AZ",4,98,,,,,,,,,,,,,,,,,,,,98,,98,98,98,,98,,,4,,4,98,98,3,98,3,98,,98,,,,,,3,,,,"NOT SURE",98,98,98,98,3,98,98,9,2,,1,1,1,98,2,,2,2.567
920,"c","10/17/2013 8:29:22",3,"IL",3,1,2,3,"POLLUTION RUINING THE OZONE ALSO SOME NATURAL PATTERNS",8,3,2,3,2,2,3,2,1,,,,,,,,2,,3,98,4,,3,,,3,,3,3,3,2,3,2,2,,2,,,,,,1,1,,,"0",1,98,2,98,98,98,98,1,1,2,2,1,2,2,2,2,1,0.72
921,"c","10/17/2013 8:31:20",2,"TX",2,1,1,3,"EXTREME WEATHER CHANGES",3,1,4,4,4,4,3,2,1,,,,,,,,1,,1,2,2,,1,,,2,,2,1,1,2,2,2,1,,2,,,,,,1,2,,,"$200",4,1,1,4,3,1,2,1,2,,4,1,1,5,3,,1,0.92
922,"c","10/17/2013 8:35:20",4,"WA",4,1,1,1,"REPORTS",4,1,3,1,1,2,1,1,1,,,,,,,,1,,1,98,98,,98,,,2,,3,3,98,98,2,2,2,,2,,,,,,1,2,,,"$100",3,2,3,3,2,1,4,1,1,1,3,1,2,2,3,2,2,0.747
923,"c","10/17/2013 8:35:23",4,"LA",2,1,1,2,"I AM OLD OLD AND HAVE SEEN SOME OF THE PATTERS OF WEATHER  EVOLVE",3,2,1,2,1,2,2,1,1,,,,,,,,3,,3,98,4,,4,,,4,,4,3,98,98,4,4,98,,98,,,,,,98,,,,"0",1,4,4,4,2,2,98,2,1,1,3,1,1,3,3,2,2,1.217
924,"c","10/17/2013 8:36:16",2,"CA",4,,,,,,,,,,,,,,,,,,,,,2,,98,98,3,,98,,,4,,3,98,98,3,98,3,98,,98,,,,,,98,,,,"0",1,98,98,98,98,98,98,9,6,,1,1,,,2,,2,2.947
925,"c","10/17/2013 8:37:14",2,"CA",4,1,2,3,"FOSSIL FUELS",8,1,3,2,2,3,3,3,3,,,,,,,,2,,2,2,4,,1,,,1,,3,3,98,2,2,3,3,,2,,,,,,3,,,,"0",1,3,3,2,3,4,4,1,6,,4,3,3,3,3,3,1,0.92
926,"c","10/17/2013 8:43:41",1,"TX",2,1,1,1,"SUMMERS HOTTER, NO WINTER",2,2,1,4,3,1,2,2,1,,,,,,,,4,,98,98,98,,98,,,98,,98,98,98,98,98,98,98,,98,,,,,,98,,,,"0",1,4,98,4,98,98,2,1,6,,4,5,,,1,,2,1.497
927,"c","10/17/2013 8:47:03",3,"CA",4,1,2,2,"NATURAL PATTERNS OVER THE CENTURIES",9,1,1,3,3,3,2,1,1,,,,,,,,1,,1,1,4,,2,,,2,,2,2,2,2,3,2,2,,2,,,,,,1,1,,,"$500",5,2,1,3,2,2,1,1,6,,5,5,2,1,3,6,1,0.57
928,"c","10/17/2013 8:49:13",3,"MO",3,1,1,1,"SCIENTIFIC EVIDENCE",4,1,1,1,1,2,1,1,1,,,,,,,,1,,1,2,1,,1,,,1,,1,2,1,1,1,1,1,,1,,,,,,1,1,,,"$100",3,1,1,4,1,1,4,1,6,,5,4,1,5,2,5,2,0.787
929,"c","10/17/2013 8:50:02",1,"TX",2,98,,,,,,,,,,,,,,,,,,,,4,,5,2,4,,4,,,4,,4,1,4,4,4,4,4,,4,,,,,,2,,2,,"0",1,4,4,4,4,4,4,10,1,2,5,5,4,1,3,,1,1.34
930,"c","10/17/2013 8:51:34",1,"TX",2,2,,,,,,,,,,,,,4,"POLAR ICE CAPS HAVE COME BACK",5,4,2,1,,4,,98,98,4,,4,,,1,,4,2,4,4,4,4,4,,4,,,,,,2,,1,,"0",1,4,4,1,4,4,1,1,1,1,3,5,2,1,3,,1,1.37
931,"c","10/17/2013 8:53:07",1,"MO",3,1,2,1,"TOO MANY POLLUTANTS GOING INTO THE ATMOSPHERE",8,2,1,3,1,2,2,1,1,,,,,,,,2,,2,98,4,,4,,,2,,4,2,3,3,3,3,2,,2,,,,,,3,,,,"NOT SURE",98,2,4,2,2,2,2,1,1,2,2,1,2,2,2,1,2,1.597
932,"c","10/17/2013 8:57:43",3,"TX",2,1,2,1,"STORMS AND POLLUTION",3,3,2,3,1,2,3,1,1,,,,,,,,2,,2,2,2,,4,,,2,,4,3,98,98,4,4,2,,98,,,,,,98,,,,"$100",3,2,4,2,2,2,2,9,2,,2,1,1,4,2,1,1,1.69
933,"c","10/17/2013 8:59:46",4,"MO",3,2,,,,,,,,,,,,,2,"WEATHER CONTROLLED BY GOD",6,2,2,1,,4,,5,98,4,,4,,,4,,4,2,4,3,3,3,3,,3,,,,,,2,,2,,"0",1,3,3,1,3,3,2,1,1,1,4,1,2,1,2,,2,0.597
934,"c","10/17/2013 9:03:01",3,"NV",4,1,1,1,"MELTING ICE IN ANTARCTICA",1,1,4,3,3,3,3,2,2,,,,,,,,1,,2,2,2,,2,,,2,,2,1,1,2,2,2,1,,2,,,,,,1,2,,,"$100",3,1,2,4,3,1,4,1,2,,4,4,1,4,3,,1,0.54
935,"c","10/17/2013 9:03:14",2,"TX",2,1,1,1,"TELEVISION",6,2,3,98,3,3,98,1,2,,,,,,,,2,,1,1,4,,1,,,1,,1,3,98,98,3,3,1,,1,,,,,,1,1,,,"$50",2,1,1,4,1,1,1,5,5,,5,5,1,4,3,3,1,1.04
936,"c","10/17/2013 9:03:43",4,"LA",2,1,2,1,"OIL COMPANIES DRILLING IN THE OCEAN AND POLUTTING IT ALSO FACTORY POLLUTION",8,3,1,3,2,3,3,2,1,,,,,,,,2,,3,98,4,,2,,,2,,4,2,2,2,2,2,2,,98,,,,,,1,1,,,"0",1,2,2,3,2,98,1,2,1,2,2,1,1,4,2,2,2,1.247
