"RespNum","Sample","Call_Date_Time","version_willing2pay","demog_age_open_coded","demog_state","demog_state_region","gw_belief","believer_confidence","believer_cause","believer_problem","believer_immediacy","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","gw_noevidence","gw_scioverstate","gw_mediaoverstate","state_neighborsact","govt_nostateaction","state_impactsfelt","religion_govtaction","state_fftax","state_captrade","state_rps_v1","state_gastax","captrade_support_calif","enrgysecfund_support","industrial_caa_action","willing2pay_list","willing2pay_open","willing2pay_open_coded","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_income","demog_gender","totalweight"
596,"l","4/8/2013 8:19:19 P","A",1,"MINNESOTA","3",98,,,,,"",,,,,,,,,,,,,,,,98,98,98,98,,4,4,98,98,98,3,98,98,3,1,,,1,6,,4,5,3,,,1,1.555
597,"l","4/8/2013 8:20:51 P","A",3,"FLORIDA","2",2,,,,,"",,,,,,,,,,2,"TEMPERATURES FOLLOW A PATTERN",2,1,3,2,2,2,2,2,3,3,4,3,3,3,3,3,3,2,1,,,9,2,,3,2,1,4,3,2,1.335
598,"l","4/8/2013 8:21:56 P","A",3,"NEW YORK","1",2,,,,,"",,,,,,,,,,1,"NOT SPRING YET",1,1,1,4,2,2,1,1,2,4,4,4,4,98,4,3,4,2,2,,,1,1,,2,1,,,,1,0.84
599,"l","4/8/2013 8:23:17 P","A",3,"MARYLAND","2",1,1,3,1,1,"POLAR ICE CAPS MELTING",1,1,2,2,2,2,2,2,2,,,,,,,4,4,3,2,2,2,4,3,2,1,3,2,4,1,1,,,1,,,3,2,4,3,,1,0.84
600,"l","4/8/2013 8:23:31 P","A",3,"NEW YORK","1",2,,,,,"",,,,,,,,,,2,"NO CONCRETE EVIDENCE THAT THERE IS",3,1,1,1,1,1,1,1,,4,4,4,2,4,4,4,2,2,1,,,1,6,,4,5,2,1,,1,0.84
601,"l","4/8/2013 8:23:34 P","A",2,"NEW YORK","1",1,1,1,1,1,"WARMER WINTERS, HOTTER SUMMERS AND STORMS",2,1,1,3,2,1,2,2,2,,,,,,,4,4,4,4,1,1,4,4,1,1,4,2,1,1,2,,,1,1,2,4,1,1,4,3,2,1.18
602,"l","4/8/2013 8:26:34 P","A",3,"SOUTH DAKOTA","3",2,,,,,"",,,,,,,,,,2,"WEATHER",1,1,3,1,3,1,1,2,2,4,4,4,4,3,4,4,1,2,1,,,1,,,4,1,2,2,6,1,0.84
603,"l","4/8/2013 8:28:51 P","A",5,"TEXAS","2",1,2,98,2,2,"WEATHER",3,2,1,1,2,1,98,1,2,,,,,,,2,3,3,4,2,1,4,3,3,1,4,2,4,2,1,,,1,,,3,,4,,2,2,0.93
604,"l","4/8/2013 8:29:01 P","A",4,"PENNSYLVANIA","1",98,,,,,"",,,,,,,,,,,,,,,,2,2,2,2,2,2,4,98,3,3,3,3,3,98,1,,,1,6,,3,1,2,5,,1,0.725
605,"l","4/8/2013 8:31:12 P","A",3,"GEORGIA","2",1,2,3,1,1,"IT HAS BEEN GETTING WARMER, WE ARE NOT GETTING COOL WINTERS",2,2,2,98,1,1,98,1,2,,,,,,,3,98,2,4,1,2,3,98,98,2,98,98,98,1,98,,,1,98,,3,1,,98,,2,0.85
606,"l","4/8/2013 8:32:23 P","A",3,"NEW YORK","1",2,,,,,"",,,,,,,,,,2,"OBESERVATION",1,1,3,3,1,2,1,2,4,4,,4,2,3,4,1,4,1,1,,,1,98,,5,1,2,3,,1,0.84
607,"l","4/8/2013 8:32:34 P","A",4,"ILLINOIS","3",1,1,1,1,1,"SCIENTIST AND NEWSPAPERS",4,2,2,2,2,3,2,2,3,,,,,,,3,3,3,3,1,98,4,2,2,2,2,2,2,1,3,,,1,7,,2,2,4,3,2,2,0.725
608,"l","4/8/2013 8:34:03 P","A",4,"OKLAHOMA","2",98,,,,,"",,,,,,,,,,,,,,,,2,2,2,98,2,4,2,4,98,2,4,98,1,1,98,,,,,,5,1,,,,2,0.795
609,"l","4/8/2013 8:43:16 P","B",3,"ARKANSAS","2",1,1,1,1,1,"TRAFFIC AND POLLUTION",8,2,3,3,2,3,2,2,2,,,,,,,3,3,3,98,98,3,4,3,2,1,3,2,2,1,,"$50",2,1,2,,4,5,4,4,,1,0.84
610,"l","4/8/2013 8:43:42 P","B",2,"IDAHO","4",1,2,3,2,2,"MELTING ICE CAPS ALONG WITH TIMELY WEATHER RIFFS",1,1,2,3,3,3,2,2,2,,,,,,,98,2,2,2,3,2,4,3,2,2,4,2,2,1,,"$100",3,1,1,1,4,2,2,1,,2,1.18
611,"l","4/8/2013 8:44:30 P","B",2,"WASHINGTON","4",1,1,1,1,1,"GREENHOUSE GAS EMISSIONS",8,1,2,3,2,3,2,2,2,,,,,,,4,4,4,4,1,1,4,4,2,1,4,2,1,1,,"$50",2,1,6,,4,1,1,3,3,1,1.18
612,"l","4/8/2013 8:48:09 P","B",4,"ALABAMA","2",2,,,,,"",,,,,,,,,,2,"CYCLES",2,3,4,4,1,1,2,1,4,4,98,4,4,4,4,4,4,2,,"$0",1,1,1,1,3,6,2,3,2,1,0.725
613,"l","4/8/2013 8:48:31 P","B",2,"NORTH CAROLINA","2",2,,,,,"",,,,,,,,,,1,"DO NOT KNOW",9,2,4,4,3,3,3,2,3,3,4,4,4,3,4,2,2,2,,"$0",1,2,1,1,2,1,1,4,2,1,1.69
614,"l","4/8/2013 8:48:51 P","B",4,"NEW YORK","1",1,2,3,1,1,"READING ABOUT IT",6,1,4,1,4,3,98,3,1,,,,,,,4,98,4,4,3,4,98,1,1,3,3,3,3,3,,"$50",2,1,1,2,3,1,2,3,,2,0.725
615,"l","4/8/2013 8:50:50 P","B",3,"MASSACHUSETTS","1",1,1,3,1,1,"AN INCONVENIENT TRUTH",5,1,2,2,2,2,2,2,2,,,,,,,4,4,4,3,3,2,4,2,2,1,2,2,2,1,,"$150",4,5,2,,4,1,1,5,,1,0.91
616,"l","4/8/2013 8:51:00 P","B",3,"CALIFORNIA","4",98,,,,,"",,,,,,,,,,,,,,,,2,3,3,4,1,98,4,3,2,2,4,2,1,1,,"$0",1,1,1,1,3,1,4,3,3,1,0.84
617,"l","4/8/2013 8:54:43 P","B",4,"TEXAS","2",2,,,,,"",,,,,,,,,,1,"READ THE BIBLE",6,2,4,4,1,1,1,1,4,4,4,4,4,4,4,4,4,2,,"$0",1,1,1,1,2,1,2,1,1,2,0.725
618,"l","4/8/2013 8:54:47 P","B",4,"COLORADO","4",1,1,3,1,1,"SHORTER WINTER MONTHS",3,2,1,2,1,1,1,1,1,,,,,,,2,1,3,1,1,1,1,2,2,2,4,2,1,1,,"$50",2,1,1,1,3,1,1,2,2,2,0.725
619,"l","4/8/2013 8:55:16 P","B",2,"VIRGINIA","2",1,2,3,2,2,"DATA",4,3,2,2,3,4,4,2,2,,,,,,,3,2,2,4,2,3,4,3,1,2,1,1,1,1,,"$500",5,1,6,,5,5,4,4,6,1,1.18
620,"l","4/8/2013 8:58:47 P","B",3,"NEW JERSEY","1",98,,,,,"",,,,,,,,,,,,,,,,98,1,1,1,4,4,4,2,2,3,1,4,4,2,,"$1,200",6,1,3,,4,5,2,3,6,1,0.84
621,"l","4/8/2013 9:00:52 P","B",4,"FLORIDA","2",1,2,3,1,1,"END OF TIMES",12,1,1,4,1,3,1,1,1,,,,,,,4,4,4,4,1,1,4,4,1,1,4,1,1,1,,"$0",1,9,2,,2,1,1,2,2,1,1.22
622,"l","4/8/2013 9:03:17 P","B",3,"ILLINOIS","3",1,1,3,1,1,"WEATHER CHANGES",3,1,4,1,2,2,2,2,2,,,,,,,4,4,4,4,1,1,4,1,1,1,1,2,1,1,,"$250",4,1,98,,4,4,4,3,,1,0.84
623,"l","4/8/2013 9:03:38 P","B",1,"UTAH","4",1,1,2,2,2,"LESS SNOWFALL AND RECORD TEMPERATURES",3,1,2,4,98,1,4,1,1,,,,,,,3,1,1,3,2,2,3,3,4,2,4,4,2,98,,"$10",2,1,6,,4,5,1,4,6,1,1.555
624,"l","4/8/2013 9:03:46 P","B",4,"NEW YORK","1",1,1,2,4,2,"DO NOT KNOW",10,4,4,4,4,4,4,4,4,,,,,,,1,1,1,1,1,4,4,4,4,4,4,98,4,2,,"$0",1,1,2,,5,5,4,3,4,1,0.725
625,"l","4/8/2013 9:04:12 P","B",4,"MICHIGAN","3",98,,,,,"",,,,,,,,,,,,,,,,1,1,1,1,4,4,4,4,4,4,4,4,2,1,,"$0",1,1,1,2,2,1,4,1,1,1,0.725
626,"l","4/8/2013 9:06:50 P","B",3,"GEORGIA","2",1,1,1,1,1,"WENT TO ALASKA AND SAW THE MELTING OF GLACIERS WITH MY OWN EYES",1,1,1,98,1,2,98,3,1,,,,,,,1,1,4,4,1,1,4,3,98,1,3,3,4,1,,"$0",1,1,1,2,5,1,1,5,5,2,0.85
627,"l","4/8/2013 9:07:12 P","B",3,"TEXAS","2",1,1,1,1,2,"GETTING HOTTER WHICH CAUSES STRONGER STORMS",2,2,1,3,2,3,3,2,1,,,,,,,3,3,3,3,3,1,4,2,2,2,3,2,2,1,,"$300",5,1,1,2,3,5,2,1,4,1,0.84
628,"l","4/8/2013 9:08:14 P","B",3,"OHIO","3",1,1,3,1,98,"MELTING ICE",1,1,3,4,2,2,98,98,2,,,,,,,4,4,4,98,2,3,4,98,2,1,98,98,1,1,,"DO NOT K",98,1,6,,5,2,1,,,1,0.84
629,"l","4/8/2013 9:11:31 P","B",4,"MINNESOTA","3",98,,,,,"",,,,,,,,,,,,,,,,4,98,98,98,98,98,3,4,3,4,4,1,4,1,,"DO NOT K",98,1,,,2,1,,,,1,0.725
630,"l","4/8/2013 9:12:29 P","B",3,"TEXAS","2",2,,,,,"",,,,,,,,,,1,"REACHED THE PEAK AND NOW DECREASING",2,4,2,4,2,1,1,4,4,4,4,4,2,4,4,2,4,2,,"$0",1,1,1,2,4,5,2,1,6,1,0.84
631,"l","4/8/2013 9:15:20 P","B",4,"CALIFORNIA","4",1,1,3,1,1,"HOTTER",2,1,1,98,1,1,1,1,2,,,,,,,4,4,3,1,1,1,4,1,4,1,4,1,1,1,,"$10",2,9,2,,3,1,1,2,3,1,1.22
632,"l","4/8/2013 9:16:06 P","B",1,"CALIFORNIA","4",1,1,1,1,1,"MELTING ICE CAPS",1,1,3,3,2,3,98,2,2,,,,,,,4,4,4,98,98,3,4,3,2,1,3,2,2,1,,"$50",2,1,2,,4,1,4,4,,1,1.555
633,"l","4/8/2013 9:16:49 P","B",2,"MONTANA","4",1,2,3,2,2,"TAKING AWAY TOO MANY TREES",8,2,2,4,3,3,3,2,2,,,,,,,98,2,2,2,3,2,4,4,4,2,4,4,2,2,,"$250",4,1,1,1,4,5,2,1,,2,1.18
634,"l","4/8/2013 9:19:47 P","B",3,"TEXAS","2",2,,,,,"",,,,,,,,,,1,"HOTTER CLIMATES",9,2,4,4,1,1,1,,,,1,4,,1,4,98,4,,,"$0",1,1,1,1,4,1,3,4,,1,0.84
635,"l","4/8/2013 9:20:19 P","B",2,"WASHINGTON","4",98,,,,,"",,,,,,,,,,,,,,,,98,98,98,98,98,98,3,98,98,2,3,98,98,98,,"DO NOT K",98,1,,,3,5,,,,1,1.18
636,"l","4/8/2013 9:23:00 P","B",2,"WASHINGTON","4",1,2,3,3,2,"MELTING POLAR ICE CAPS",1,1,2,3,3,2,2,2,2,,,,,,,3,3,2,2,3,2,4,2,2,2,4,2,2,1,,"$350",5,1,1,2,4,5,2,1,4,1,1.18
637,"l","4/8/2013 9:26:38 P","B",4,"MISSOURI","3",1,2,2,4,2,"WEATHER",3,1,3,3,4,4,2,2,4,,,,,,,98,1,1,4,4,4,4,4,4,4,4,4,4,2,,"$0",1,1,,,4,2,,2,,1,0.725
638,"l","4/8/2013 9:28:14 P","B",4,"MISSOURI","3",1,1,1,1,1,"THEY HAVE BEEN REPORTING ON IT FOR YEARS",6,1,3,4,3,3,2,1,2,,,,,,,4,4,4,4,1,2,4,2,2,2,4,2,2,1,,"$0",1,1,1,1,2,1,4,2,2,2,0.725
639,"l","4/8/2013 9:29:35 P","B",3,"COLORADO","4",2,,,,,"",,,,,,,,,,2,"NATURAL PATTERNS",2,3,2,2,1,1,1,4,4,98,2,4,4,4,4,4,4,2,,"$0",1,1,1,1,3,1,2,1,,2,0.85
640,"l","4/8/2013 9:31:33 P","B",3,"CALIFORNIA","4",98,,,,,"",,,,,,,,,,,,,,,,2,2,2,2,2,98,4,4,4,4,4,4,4,2,,"$0",1,1,6,,2,1,4,5,,1,0.84
641,"l","4/8/2013 9:31:56 P","B",4,"WASHINGTON","4",1,1,3,1,1,"TEMPERATURES GOING UP",2,1,4,98,98,4,1,2,2,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,1,,"$0",1,1,7,,2,2,1,3,2,1,0.725
642,"l","4/8/2013 9:35:42 P","B",4,"UTAH","4",1,2,1,2,98,"ICE IS MELTING",1,1,4,4,3,4,98,2,2,,,,,,,3,3,3,98,98,98,4,98,98,2,3,2,98,1,,"$100",3,1,3,,2,2,,,,1,0.725
643,"l","4/8/2013 9:36:29 P","B",4,"CALIFORNIA","4",1,1,1,1,1,"CHANGE IN TEMPERATURES WHERE I LIVE",2,2,1,4,3,2,2,1,1,,,,,,,4,4,4,4,1,1,4,2,98,1,1,98,1,1,,"$1,000",6,1,6,,3,2,1,4,,2,0.725
644,"l","4/8/2013 9:41:26 P","B",4,"NEVADA","4",1,1,3,1,1,"ICE AGE HISTORY, NOW ITS THE HEAT AGE, PEOPLE ARE GOING TO DIE FROM HEAT",2,2,4,2,2,4,1,4,4,,,,,,,4,4,4,4,1,98,4,98,4,1,4,4,2,1,,"$0",1,1,3,,4,5,4,2,98,2,0.725
645,"l","4/8/2013 9:47:58 P","B",3,"MINNESOTA","3",1,2,3,2,2,"POLAR ICE CAPS MELTING",1,1,2,3,3,3,2,2,2,,,,,,,3,2,2,2,3,2,4,4,3,3,4,98,98,98,,"DO NOT K",98,1,1,1,2,1,2,2,,2,0.85
646,"l","4/8/2013 9:48:34 P","B",4,"HAWAII","4",2,,,,,"",,,,,,,,,,1,"DO NOT KNOW",9,4,4,3,4,4,1,98,4,4,4,4,4,98,4,3,2,98,,"$0",1,1,2,,2,1,1,4,,1,0.725
647,"l","4/8/2013 9:54:35 P","B",4,"TEXAS","2",1,1,3,1,98,"ICE CAPS MELTING FAST",1,1,2,1,98,2,2,98,98,,,,,,,4,3,3,3,2,3,4,2,4,1,4,98,2,1,,"DO NOT K",98,1,,,4,5,,,,2,0.725
648,"l","4/8/2013 9:55:21 P","B",4,"WISCONSIN","3",1,1,1,1,1,"DATA",4,1,1,1,2,2,2,1,1,,,,,,,4,4,4,4,2,1,4,1,2,1,1,2,1,1,,"$0",1,1,6,,4,4,1,4,,1,0.725
649,"l","4/8/2013 9:56:08 P","B",3,"TEXAS","2",1,1,1,2,1,"SCIENTIFIC EVIDENCE, LITERATURE AND THE DEPLETION OF THE OZONE LAYER",4,2,4,1,4,4,2,4,4,,,,,,,4,4,3,3,1,98,4,2,2,98,2,2,2,1,,"$1,000",6,5,5,,5,1,4,3,6,1,0.91
650,"l","4/9/2013 5:03:57 P","B",3,"OHIO","3",1,1,3,2,1,"CHANGES IN OUR CLIMATE LOCALLY AND ABROAD",2,1,1,3,2,2,1,2,2,,,,,,,4,4,4,4,1,2,4,3,1,1,4,1,1,1,,"$50",2,1,1,2,3,1,4,2,3,2,0.84
651,"l","4/9/2013 5:04:40 P","B",3,"KENTUCKY","2",1,2,1,2,2,"MELTING ICE CAPS",1,1,2,3,3,2,3,2,2,,,,,,,3,2,2,2,2,2,4,4,2,2,4,98,2,98,,"$150",4,1,2,,3,1,1,5,3,1,0.84
652,"l","4/9/2013 5:05:09 P","B",2,"WEST VIRGINIA","2",1,1,1,1,1,"POLAR ICE CAPS MELTING",1,1,2,3,3,2,2,2,2,,,,,,,4,4,4,3,2,2,4,3,2,1,3,2,2,1,,"$50",2,1,7,,2,1,4,3,,1,1.18
653,"l","4/9/2013 5:06:15 P","B",4,"NEW YORK","1",98,,,,,"",,,,,,,,,,,,,,,,2,3,2,2,3,98,4,4,98,2,4,98,1,1,,"$0",1,1,3,,4,2,1,4,3,2,0.725
654,"l","4/9/2013 5:08:27 P","B",2,"NEW JERSEY","1",1,2,2,2,1,"WEATHER IS WARMER",3,2,1,4,1,1,98,2,1,,,,,,,4,4,3,4,1,1,2,4,1,1,2,3,1,1,,"$100",3,2,1,1,3,1,1,2,2,2,1.7
655,"l","4/9/2013 5:10:09 P","B",2,"NEW YORK","1",2,,,,,"",,,,,,,,,,2,"TEMPERATURES RUN IN CYCLES THROUGH THE CENTURIES",2,1,1,4,3,3,2,2,4,4,4,4,2,2,4,3,2,1,,"$400",5,1,3,,5,5,2,3,6,2,1.18
656,"l","4/9/2013 5:10:19 P","B",4,"PENNSYLVANIA","1",2,,,,,"",,,,,,,,,,1,"HAS LIVED A LOT OF YEARS PAST WINTER WAS NOT VERY NI",1,1,2,2,1,1,1,4,4,4,2,4,4,4,4,4,4,2,,"$0",1,1,2,,2,1,,,1,2,0.725
657,"l","4/9/2013 5:14:34 P","B",4,"VIRGINIA","2",2,,,,,"",,,,,,,,,,2,"GOD IS IN CONTROL",6,3,2,2,2,2,2,98,4,98,2,4,4,4,4,4,4,2,,"$0",1,2,1,2,3,1,2,2,,1,1.22
658,"l","4/9/2013 5:15:26 P","B",2,"PENNSYLVANIA","1",1,2,3,2,2,"BOTH BURNING OF FOSSIL FUELS AND SOME NATURAL TRENDS",8,2,1,3,2,1,3,2,2,,,,,,,3,3,2,2,3,2,4,4,4,2,4,4,2,1,,"$250",4,1,2,,3,2,1,5,3,1,1.18
659,"l","4/9/2013 5:16:21 P","B",4,"VIRGINIA","2",2,,,,,"",,,,,,,,,,1,"WEATHER RUNS IN PATTERNS THIS HAPPENS TO BE A WARM O",2,2,4,4,2,2,2,1,4,4,4,4,98,2,4,98,2,1,,"$0",1,1,1,1,2,1,1,3,1,2,0.725
660,"l","4/9/2013 5:16:56 P","B",4,"NEW YORK","1",1,1,3,1,1,"SEEN THE CHANGES IN THE EARTH THAT WERE NEVER THERE WHEN I WAS YOUNG",2,1,2,2,1,2,1,1,1,,,,,,,4,4,2,4,3,1,4,2,4,1,1,4,1,1,,"$100",3,1,1,2,3,1,1,4,2,2,0.725
661,"l","4/9/2013 5:18:29 P","B",1,"OHIO","3",1,1,1,1,1,"ICE MELTING",1,1,2,4,2,2,2,2,2,,,,,,,4,4,4,3,2,2,4,2,2,1,3,2,2,1,,"$100",3,1,,,4,5,4,5,,1,1.555
662,"l","4/9/2013 5:19:30 P","B",4,"MICHIGAN","3",98,,,,,"",,,,,,,,,,,,,,,,2,2,2,2,3,4,4,4,4,4,4,4,4,98,,"$0",1,1,1,2,3,2,2,2,,2,0.725
663,"l","4/9/2013 5:21:11 P","B",4,"SOUTH CAROLINA","2",1,1,1,1,1,"DESTRUCTION OF LAND AND WILDLIFE",8,1,3,4,2,3,1,2,2,,,,,,,4,4,4,1,4,4,4,4,3,2,4,3,2,1,,"$0",1,1,1,2,2,1,4,1,2,1,0.725
664,"l","4/9/2013 5:24:05 P","B",3,"SOUTH CAROLINA","2",1,1,3,1,1,"RECEDING SHORE LINES AND OZONE LAYER",11,1,1,2,2,2,1,2,2,,,,,,,4,4,4,1,4,1,4,3,1,1,4,2,1,1,,"$0",1,1,1,2,2,1,1,3,2,2,0.84
665,"l","4/9/2013 5:24:07 P","B",4,"NEW HAMPSHIRE","1",1,1,3,1,98,"CUTTING DOWN ALL THE TREES",8,2,3,3,3,2,2,2,2,,,,,,,4,4,4,98,98,2,4,2,2,1,2,2,3,1,,"$1,000",6,1,2,,5,3,1,5,6,1,0.725
666,"l","4/9/2013 5:26:02 P","B",2,"TENNESSEE","2",1,1,1,1,1,"MANS USE OF NUCLEUR ROCKETS TO GO INTO SPACE HAS DESTROYED THE OZONE",8,1,2,2,2,2,2,2,1,,,,,,,3,3,2,2,3,1,4,3,2,2,4,98,2,98,,"$650",6,10,1,1,4,5,2,1,5,1,1.25
667,"l","4/9/2013 5:26:26 P","B",4,"PENNSYLVANIA","1",98,,,,,"",,,,,,,,,,,,,,,,2,2,2,1,4,4,4,4,98,1,4,98,1,1,,"$0",1,2,1,1,2,1,1,2,1,2,1.22
668,"l","4/9/2013 5:29:35 P","B",3,"MARYLAND","2",1,1,1,1,1,"NATURAL RESOURCES DEPLETING",8,1,2,3,1,2,1,2,2,,,,,,,4,4,4,4,1,1,4,4,1,1,4,1,1,1,,"$50",2,1,1,2,4,1,2,1,3,2,0.85
669,"l","4/9/2013 5:29:59 P","B",3,"NORTH CAROLINA","2",1,1,1,1,1,"HOLE IN THE OZONE LAYER",10,1,3,2,2,2,2,2,2,,,,,,,3,3,3,98,2,2,4,3,2,1,3,2,3,1,,"$100",3,2,4,,2,1,1,5,,1,1.335
670,"l","4/9/2013 5:31:30 P","B",4,"MAINE","1",2,,,,,"",,,,,,,,,,1,"I HAVE SEEN THE PATTERNS THROUGH MY LIFE",1,1,4,4,98,98,98,98,4,4,4,4,4,4,4,4,4,2,,"$0",1,1,2,,2,1,1,3,2,2,0.725
671,"l","4/9/2013 5:33:34 P","B",3,"MICHIGAN","3",2,,,,,"",,,,,,,,,,2,"IT HAS BEEN THE SAME HERE",1,1,4,4,2,2,2,1,4,4,4,4,2,2,4,2,1,1,,"$0",1,1,1,2,4,1,1,3,3,1,0.84
672,"l","4/9/2013 5:34:48 P","B",4,"NEW YORK","1",2,,,,,"",,,,,,,,,,2,"HAS NOT SEEN ANYTHING DIFFERENT YET",1,2,2,2,2,2,2,3,3,98,98,3,3,3,3,3,3,2,,"$0",1,5,2,,2,1,,,,2,0.795
673,"l","4/9/2013 5:37:43 P","B",4,"TEXAS","2",1,1,1,1,1,"DISAPPEARING FARMS",10,2,2,4,2,2,2,1,2,,,,,,,4,4,4,4,1,1,4,3,1,1,4,1,1,1,,"$100",3,1,6,,3,1,2,1,3,1,0.725
674,"l","4/9/2013 5:38:08 P","B",4,"FLORIDA","2",2,,,,,"",,,,,,,,,,2,"SEASONAL CHANGES",1,2,2,2,2,2,1,3,4,3,3,4,4,4,4,4,4,2,,"$0",1,10,6,,4,2,2,3,,1,0.795
675,"l","4/9/2013 5:38:20 P","B",3,"FLORIDA","2",1,2,1,1,2,"CHANGE IN WEATHER PATTERNS",3,1,98,2,2,2,2,2,1,,,,,,,3,4,2,4,1,1,4,4,4,2,4,4,3,3,,"$0",1,1,,,3,2,4,3,,1,0.84
676,"l","4/9/2013 5:40:05 P","B",3,"VIRGINIA","2",1,2,2,3,2,"NATURAL TRENDS THROUGHOUT THE YEARS",9,3,3,3,3,3,3,3,3,,,,,,,2,2,2,98,4,4,4,4,4,2,4,3,2,3,,"$150",4,2,1,1,2,1,1,4,,1,1.335
677,"l","4/9/2013 5:42:04 P","B",4,"NEW JERSEY","1",98,,,,,"",,,,,,,,,,,,,,,,98,98,2,98,98,98,98,3,98,98,3,98,98,98,,"DO NOT K",98,9,6,,2,1,,,,2,1.22
678,"l","4/9/2013 5:42:59 P","B",4,"NEW JERSEY","1",1,1,1,1,1,"MUCH WARMER WINTERS THAN WHEN I WAS YOUNG",2,2,1,4,2,1,2,2,2,,,,,,,4,4,4,4,1,2,4,2,1,1,3,2,1,1,,"$100",3,1,2,,2,1,2,1,1,2,0.725
679,"l","4/9/2013 5:44:00 P","B",2,"VIRGINIA","2",1,2,3,2,1,"RISING TEMPERATURES",2,2,2,2,2,2,2,98,2,,,,,,,2,98,98,2,2,98,98,2,2,2,98,2,2,1,,"$0",1,10,98,,3,1,1,2,5,2,1.25
680,"l","4/9/2013 5:45:23 P","B",4,"FLORIDA","2",98,,,,,"",,,,,,,,,,,,,,,,2,98,98,2,4,98,4,4,98,2,4,98,2,1,,"$0",1,1,3,,3,2,1,4,3,1,0.725
681,"l","4/9/2013 5:46:03 P","B",2,"VIRGINIA","2",1,1,1,1,1,"ANTARCTICA IS MELTING",1,1,2,2,2,2,2,2,2,,,,,,,4,4,4,3,1,2,4,2,2,1,2,1,2,1,,"$250",4,1,2,,4,5,1,5,6,1,1.18
682,"l","4/9/2013 5:47:47 P","B",3,"CALIFORNIA","4",1,1,1,2,2,"MELTING POLAR CAPS AND BURNING OF FOSSIL FUELS",1,1,1,2,3,4,2,2,2,,,,,,,3,3,2,2,3,2,98,3,2,2,4,2,2,1,,"$500",5,5,5,,5,5,3,3,6,1,0.91
683,"l","4/9/2013 5:48:29 P","B",3,"FLORIDA","2",1,1,1,1,1,"STUDIES",4,1,1,1,2,2,1,1,1,,,,,,,4,4,4,4,1,1,4,2,2,1,2,4,1,1,,"$300",5,1,6,,3,5,4,3,3,2,0.85
684,"l","4/9/2013 5:48:39 P","B",4,"RHODE ISLAND","1",2,,,,,"",,,,,,,,,,1,"HAVE BEEN THROUGH THIS CYCLE BEFORE",2,1,4,4,2,98,98,1,4,4,4,4,4,2,4,4,3,2,,"$0",1,1,1,2,2,1,4,2,1,1,0.725
685,"l","4/9/2013 5:49:26 P","B",3,"PENNSYLVANIA","1",1,1,3,1,1,"WARMER",2,3,1,2,3,1,2,3,2,,,,,,,3,3,3,4,2,2,4,1,1,1,2,1,98,2,,"$0",1,1,,,,,,,,2,0.84
686,"l","4/9/2013 5:50:29 P","B",3,"TENNESSEE","2",2,,,,,"",,,,,,,,,,1,"BIBLE BELIEVEING CHRISTIAN",6,2,1,1,1,1,1,4,4,4,1,4,4,4,4,4,4,2,,"$0",1,1,1,1,4,1,2,1,,1,0.84
687,"l","4/9/2013 5:51:34 P","B",3,"SOUTH CAROLINA","2",1,1,1,1,1,"SOME STATES DO NO HAVE WINTER ANYMORE",3,1,1,2,1,1,1,1,1,,,,,,,4,4,4,4,1,1,4,1,1,1,1,1,1,1,,"$120",4,1,1,2,2,4,1,2,2,2,0.84
688,"l","4/9/2013 5:51:55 P","B",1,"CALIFORNIA","4",1,2,2,2,2,"CENTURIES OF DATA SHOWING TRENDS OF WEATHER",4,3,2,1,3,3,3,3,2,,,,,,,4,4,3,3,4,2,4,2,2,2,2,2,2,1,,"$200",4,1,2,,4,3,2,2,,2,1.555
689,"l","4/9/2013 5:54:17 P","B",2,"OHIO","3",1,2,3,2,2,"GLACIERS ARE MELTING",1,1,2,3,3,2,2,2,2,,,,,,,4,4,3,2,2,2,4,2,2,1,2,2,2,1,,"$1,200",6,1,2,,4,4,1,5,6,2,1.18
690,"l","4/9/2013 5:55:05 P","B",2,"VIRGINIA","2",1,1,1,1,1,"SCIENTIFIC RESEARCH DOCUMENTARIES",4,1,2,1,2,2,1,1,2,,,,,,,4,4,4,4,1,1,4,2,1,1,2,1,1,1,,"$10",2,1,6,,2,5,4,3,2,2,1.18
691,"l","4/9/2013 5:58:49 P","B",3,"MICHIGAN","3",1,1,1,1,1,"COLD SUMMERS AND WARM WINTERS",3,2,2,2,2,2,2,2,2,,,,,,,3,3,3,2,2,2,3,98,2,1,3,2,98,1,,"$300",5,1,,,4,1,,,,1,0.84
692,"l","4/9/2013 6:00:00 P","B",3,"OHIO","3",2,,,,,"",,,,,,,,,,2,"HAVE NOT SEEN ANY PROOF OF IT MYSELF",1,1,4,4,98,2,2,98,4,4,4,3,3,2,4,3,2,98,,"$100",3,1,1,2,3,2,2,1,3,2,0.84
