"closup_id","SampleType","VersionAB","VersionCD","Date","demog_age_list","demog_state","demog_state_region","gw_belief","believer_confidence","believer_cause","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","carbontax_support","carbontax_support_info","carbontax_cost10pct","carbontax_revneutral_v1","carbontax_revneutral_v1_info","carbontax_rev4research_v1","carbontax_rev4research_v1_info","carbontax_rev4debt_v2","carbontax_rev4debt_v2_info","carbontax_revfed_v2","willing2pay_temprise_5","willing2pay_temprise_10","willing2pay_temprise_20","willing2pay_temprise_40","willing2pay_certain","willing2pay_temprise_most_coded","discountrate_2pct","discountrate_2pct_info","discountrate_5pct","discountrate_5pct_info","discountrate_10pct","discountrate_10pct_info","discountrate_20pct","discountrate_20pct_info","discountrate_44pct","discountrate_44pct_info","discountrate_76pct","discountrate_76pct_info","discountrate_open_coded","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_persfinance","demog_income","feedback_understand","demog_gender","Weight"
565,"c","B","C","4/2/2014 5:12:52 P",1,"PA",1,1,1,2,"SCIENTIFIC PROOF",4,1,4,1,1,2,2,1,1,,,,,,,,1,1,,2,,1,,2,2,,1,,,2,2,1,,1,,1,,1,,1,,1,,5,1,1,2,3,5,4,4,3,98,2,1,1.55
566,"c","A","D","4/3/2014 5:48:04 P",4,"PA",1,1,2,1,"POLLUTION TAKING OVER THE OZONE LEVELS",8,2,1,3,2,3,2,2,2,,,,,,,4,,4,2,,2,,2,,3,,,1,,2,2,,1,,1,,1,,1,,1,,1,5,1,1,2,2,1,1,3,2,,1,1,0.76
567,"c","B","C","4/10/2014 10:14:34",3,"NV",4,1,1,3,"MELTING POLAR CAPS",1,1,1,2,3,2,2,1,2,,,,,,,,3,4,,2,,1,,3,2,,,1,,1,2,1,,1,,1,,1,,1,,1,,5,1,1,2,4,5,2,2,1,5,1,1,0.52
568,"l","A","D","3/26/2014 8:52:48",2,"FL",2,1,1,3,"RISING TEMPERATURES AND MELTING ICE",2,1,1,2,3,2,2,2,2,,,,,,,1,,2,2,,1,,2,,2,,1,,,1,3,,1,,1,,1,,1,,1,,1,5,1,2,,4,2,1,5,3,,1,1,0.87
569,"c","A","C","4/1/2014 9:17:18 P",2,"WA",4,1,2,3,"WEATHER CHANGES EVERY 5 YEARS",3,2,2,4,3,2,2,2,2,,,,,,,1,,1,1,,1,,1,,2,,,,1,3,2,1,,1,,2,,,,,,,,1,9,2,,3,1,1,4,1,3,2,1,2.15
570,"c","B","C","4/3/2014 9:22:04 P",2,"AL",2,2,,,,,,,,,,,,,2,"RESEARCH, ARTICLES THAT I HAVE READ ON  ACCOUNT OF CENTURIES PAST, NO WARMING",5,3,3,4,,4,4,,4,,2,,3,3,,,2,,,1,1,,1,,1,,1,,1,,1,,4,10,1,2,4,6,4,2,1,3,1,1,0.87
571,"l","B","D","3/27/2014 7:32:29",4,"FL",2,2,,,,,,,,,,,,,1,"WEATHER",1,3,1,1,,4,4,,4,,4,,4,4,,,,2,,1,,1,,1,,1,,1,,1,,1,4,1,1,2,4,1,4,2,3,,1,1,0.38
572,"l","A","C","3/25/2014 7:35:07",2,"NY",1,1,1,1,"SCIENCE",4,1,3,1,3,3,1,2,3,,,,,,,4,,4,2,,2,,4,,2,1,,,,1,2,1,,1,,1,,1,,1,,1,,4,5,5,,5,5,4,4,1,5,1,2,1.28
573,"c","B","D","4/2/2014 9:08:44 P",1,"PA",1,98,,,,,,,,,,,,,,,,,,,,3,2,,2,,2,,2,1,,,,1,2,2,,1,,1,,1,,1,,1,,1,4,1,3,,3,2,1,2,1,1,1,1,1.6
574,"c","A","D","4/1/2014 6:18:09 P",2,"NY",1,1,1,1,"ICE MELTING AT POLAR CAPS",1,1,1,1,1,4,1,1,1,,,,,,,1,,1,1,,1,,1,,2,,,,1,2,2,,1,,1,,1,,1,,1,,1,4,1,6,,2,5,4,5,3,4,1,2,1.49
575,"c","B","C","4/10/2014 10:43:21",4,"CA",4,2,,,,,,,,,,,,,1,"NORMAL SEASONAL CHANGES",2,3,2,2,,4,4,,4,,4,,4,4,,2,,,,1,1,,1,,1,,1,,2,,,,5,1,2,,2,2,4,3,3,,1,1,0.76
576,"c","B","C","4/2/2014 5:36:42 P",2,"NJ",1,2,,,,,,,,,,,,,2,"WINTERS STEADILY GETTING COLDER AND LONGER",1,1,4,4,,4,4,,3,,2,,1,3,,,2,,,1,1,,1,,1,,1,,1,,1,,5,1,1,2,3,2,2,1,3,3,2,2,1.13
577,"c","A","C","4/1/2014 9:04:10 P",2,"WI",3,1,1,3,"GLACIERS ARE MELTING",1,1,2,3,2,3,2,2,2,,,,,,,2,,2,1,,1,,1,,3,,1,,,1,2,1,,1,,1,,1,,2,,,,5,1,6,,3,5,4,4,2,,1,1,1.05
578,"l","A","D","3/25/2014 9:07:10",3,"OR",4,1,2,3,"WEATHER CHANGES",3,2,2,98,2,3,2,2,2,,,,,,,2,,2,1,,1,,1,,2,,1,,,2,2,,1,,1,,1,,1,,2,,,5,1,1,2,4,1,1,3,3,,2,2,0.6
579,"l","B","C","3/25/2014 8:33:16",3,"TX",2,1,1,3,"SCIENTIFIC EVIDENCE",4,1,3,2,2,2,2,2,2,,,,,,,,2,3,,2,,2,,2,3,,1,,,2,2,1,,1,,1,,1,,2,,,,5,10,2,,3,1,1,5,3,,2,1,0.7
580,"l","B","C","3/24/2014 7:29:59",3,"MD",2,2,,,,,,,,,,,,,1,"SCIENTIST DO NOT BELIEVE",5,4,1,4,,4,4,,4,,4,,4,4,2,,,,,1,98,,,,,,,,,,,,1,10,6,,5,6,3,5,3,6,2,1,0.63
581,"l","A","D","3/26/2014 5:56:23",4,"KY",2,1,1,3,"ONE SAYS ONE THING ONE SAYS ANOTHER",10,2,2,4,3,3,2,2,3,,,,,,,4,,4,2,,4,,4,,1,2,,,,,1,,1,,1,,1,,1,,1,,1,4,10,6,,1,1,1,5,3,1,3,2,1.49
582,"l","A","D","3/25/2014 6:45:39",2,"TX",2,1,1,3,"SCIENTIFIC RESEARCH",4,1,3,1,3,3,1,1,3,,,,,,,4,,4,2,,4,,4,,1,1,,,,1,2,,1,,1,,1,,1,,1,,1,4,1,2,,4,1,2,1,3,3,1,1,0.77
583,"c","B","D","4/9/2014 11:02:06",3,"CA",4,1,2,3,"WEATHER CHANGES",3,1,3,3,2,3,2,1,1,,,,,,,,2,2,,2,,1,,2,2,,1,,,2,2,,1,,1,,1,,1,,1,,2,4,2,1,1,4,1,1,4,3,,2,2,1.35
584,"l","A","D","3/26/2014 5:12:54",2,"GA",2,1,1,1,"EARTH DETERIORATING",10,2,3,4,3,3,4,2,4,,,,,,,3,,4,1,,4,,4,,1,1,,,,2,2,,1,,1,,1,,1,,1,,1,4,1,6,,2,1,4,2,2,1,3,1,1.3
585,"c","A","D","4/3/2014 6:16:18 P",2,"IL",3,1,1,3,"OVER POPULATION",13,1,3,2,3,3,1,1,3,,,,,,,2,,4,2,,2,,4,,2,,,,1,1,2,,1,,1,,1,,1,,1,,1,4,1,5,,4,5,1,3,3,5,1,2,1.15
586,"l","B","D","3/26/2014 6:32:14",3,"KS",3,1,2,1,"A LOT OF POLLUTION",8,4,1,4,2,2,4,1,1,,,,,,,,4,4,,1,,1,,4,2,,,1,,1,2,,1,,1,,1,,1,,1,,1,5,1,1,2,4,2,2,1,3,3,1,1,0.32
587,"l","A","D","3/27/2014 6:43:14",3,"FL",2,1,2,3,"FACTS",4,1,3,98,2,4,3,2,2,,,,,,,2,,2,98,,2,,2,,3,,1,,,2,2,,1,,1,,1,,1,,1,,2,5,1,1,2,4,5,1,4,2,,2,2,0.6
588,"c","A","C","4/2/2014 6:30:51 P",2,"OH",3,1,2,1,"OVER POPULATION AND CUTTING DOWN TREES",8,1,2,4,2,2,2,2,1,,,,,,,2,,2,2,,1,,2,,2,,1,,,1,2,1,,1,,1,,1,,1,,1,,5,1,6,,3,5,4,3,3,,1,2,1.23
589,"l","B","C","3/25/2014 9:03:45",4,"CA",4,1,1,1,"DATA",4,1,1,1,1,1,1,1,1,,,,,,,,2,1,,1,,1,,3,2,,1,,,3,1,1,,1,,1,,1,,1,,1,,4,1,1,2,3,1,1,4,3,,1,1,0.56
590,"l","A","D","4/1/2014 8:17:01 P",2,"CA",4,2,,,,,,,,,,,,,2,"SCIENTISTS PROVE THAT CYCLES RUN OVER THE CENTURIES",5,1,1,4,4,,4,3,,1,,2,,2,,,2,,,1,,1,,1,,1,,1,,1,,1,4,1,1,2,4,1,2,2,3,,1,2,1.05
591,"c","A","D","4/9/2014 11:12:14",3,"CA",4,2,,,,,,,,,,,,,1,"EARTH WEATHER RUNS IN CYCLES",2,1,4,4,4,,4,4,,4,,4,,1,,,,2,,1,,1,,1,,1,,1,,1,,1,4,1,1,2,4,1,4,3,3,4,2,2,0.66
592,"l","B","C","3/31/2014 7:37:30",4,"FL",2,2,,,,,,,,,,,,,2,"POLITICAL SCAMS",7,2,2,2,,4,4,,4,,4,,4,4,,2,,,,1,1,,1,,1,,1,,1,,1,,4,1,1,1,2,1,2,1,3,3,2,1,0.66
593,"c","B","C","4/2/2014 5:28:27 P",3,"GA",2,2,,,,,,,,,,,,,2,"SAME AS BEFORE",1,1,3,3,,4,4,,4,,3,,3,98,,2,,,,1,1,,1,,1,,1,,1,,1,,4,10,2,,3,4,1,3,3,1,2,1,0.75
594,"c","A","C","4/1/2014 9:45:47 P",3,"IL",3,2,,,,,,,,,,,,,1,"I WORK OUTSIDE, ITS COLDER NOT HOTTER",1,4,1,2,3,,4,4,,4,,1,,3,,,2,,,1,1,,1,,1,,1,,1,,1,,4,1,2,,2,5,4,2,1,6,1,1,0.88
595,"l","B","D","3/31/2014 5:28:04",4,"IN",3,2,,,,,,,,,,,,,2,"WE HAD THE COLDEST WINTER IN 30 YRS",1,1,2,2,,4,4,,2,,4,,1,3,,,2,,,1,,1,,1,,1,,1,,1,,1,4,1,1,2,3,1,2,1,3,4,1,2,0.8
596,"l","B","D","3/31/2014 5:26:29",3,"MA",1,2,,,,,,,,,,,,,1,"WEATHER",1,1,4,4,,4,4,,4,,4,,4,1,2,,,,,1,,1,,1,,1,,1,,1,,1,4,1,1,2,4,1,1,3,3,3,1,2,0.5
597,"c","B","C","4/2/2014 5:34:38 P",2,"NC",2,2,,,,,,,,,,,,,2,"JUST DOES NOT SEEM ANY DIFFERENT TO ME",1,1,4,4,,4,4,,4,,4,,4,1,2,,,,,1,1,,1,,1,,1,,1,,1,,4,2,1,1,2,5,1,2,3,2,2,2,2.08
598,"l","A","D","3/25/2014 6:38:25",3,"NJ",1,98,,,,,,,,,,,,,,,,,,,4,,4,2,,3,,4,,98,2,,,,,1,,1,,1,,1,,1,,1,,1,4,1,6,,3,2,1,4,1,4,1,1,0.66
599,"l","B","D","3/26/2014 6:19:35",2,"NM",4,2,,,,,,,,,,,,,2,"STUDIES HAVE PROVEN IT WRONG",5,2,1,3,,4,4,,4,,4,,4,98,2,,,,,1,,1,,1,,1,,1,,1,,1,4,1,1,2,4,1,2,1,2,3,1,1,0.77
600,"c","B","D","4/3/2014 7:22:49 P",3,"NM",4,1,1,3,"MAGAZINES",6,1,2,1,1,1,98,1,1,,,,,,,,1,1,,1,,1,,1,2,98,,,,,1,,2,,,,,,,,,,,4,1,1,1,4,1,4,2,2,4,1,1,0.48
601,"l","A","D","3/27/2014 6:39:46",2,"NY",1,2,,,,,,,,,,,,,2,"WINTERS GETTING COLDER AND SUMMERS GETTING COOLER",1,1,2,4,4,,4,1,,1,,4,,1,,,2,,,1,,1,,1,,1,,1,,1,,1,4,2,1,1,2,1,1,4,2,2,1,2,2.08
602,"c","A","C","4/2/2014 6:54:44 P",4,"OH",3,2,,,,,,,,,,,,,2,"HAVE NOT NOTICED IT IN OHIO, IT IS NORMAL CYCLING",1,1,4,4,3,,4,2,,2,,4,,1,,2,,,,1,1,,1,,1,,1,,1,,1,,4,1,1,2,4,1,2,1,3,2,2,2,0.46
603,"l","A","C","3/25/2014 7:48:57",3,"SC",2,1,1,3,"POLAR ICE CAPS",1,1,2,4,3,3,1,2,3,,,,,,,4,,4,4,,4,,4,,1,2,,,,,1,1,,1,,1,,1,,1,,1,,4,1,1,1,2,1,4,3,3,2,2,2,0.88
604,"l","A","C","3/24/2014 6:47:54",2,"TX",2,2,,,,,,,,,,,,,2,"DO NOT BELIEVE IT",8,1,4,4,4,,4,2,,2,,98,,1,,,2,,,1,2,,,,,,,,,,,,4,9,2,,1,1,1,3,2,2,2,1,2.75
605,"l","B","C","3/25/2014 8:24:31",3,"TX",2,2,,,,,,,,,,,,,2,"SCIENTIFIC HOAX",3,1,4,4,,4,4,,4,,4,,4,1,2,,,,,1,1,,1,,1,,1,,1,,1,,4,1,2,,2,1,2,1,3,2,1,1,0.7
606,"c","A","C","4/1/2014 9:02:39 P",2,"TX",2,2,,,,,,,,,,,,,2,"TEMPERATURES SAME AS CYCLES FROM HUNDREDS OF YEARS AGO",2,1,1,4,4,,4,4,,2,,2,,3,,,2,,,1,1,,1,,1,,1,,1,,1,,4,2,1,1,2,1,1,3,2,2,2,1,1.9
607,"c","A","D","4/2/2014 7:58:00 P",2,"TX",2,2,,,,,,,,,,,,,2,"FREEZE, EXCESS COLD THIS WINTER AND LACK OF PURE SCIENCE",1,1,1,1,4,,4,4,,4,,4,,1,,,2,,,1,,1,,1,,1,,1,,1,,1,4,1,1,1,5,1,,,2,,1,1,0.9
608,"c","B","D","4/9/2014 10:57:30",3,"UT",4,98,,,,,,,,,,,,,,,,,,,,4,2,,98,,4,,2,3,,98,,,,1,,1,,1,,2,,,,,,,4,1,1,2,2,4,2,1,3,,1,1,0.8
609,"c","A","C","4/10/2014 10:42:24",2,"WA",4,98,,,,,,,,,,,,,,,,,,,4,,4,2,,3,,2,,3,,,,2,,1,1,,1,,1,,1,,1,,1,,4,2,1,1,2,1,1,3,3,2,1,2,2.08
610,"c","A","C","4/3/2014 5:45:50 P",3,"WV",2,2,,,,,,,,,,,,,1,"COLDER",1,1,3,4,4,,4,3,,2,,3,,2,,2,,,,1,1,,1,,1,,1,,1,,1,,4,1,1,2,3,6,2,3,2,1,1,2,0.83
611,"c","A","C","4/3/2014 5:12:47 P",2,"MA",1,1,1,1,"OZONE LAYER DEPLETION",10,1,2,4,2,2,2,1,2,,,,,,,2,,2,2,,2,,3,,2,1,,,,2,2,1,,1,,1,,1,,1,,1,,4,1,6,,5,5,1,2,2,5,1,2,1.18
612,"c","B","C","4/3/2014 9:33:30 P",3,"WA",4,1,1,3,"SCIENTIFIC EVIDENCE",4,1,2,4,2,2,1,1,2,,,,,,,,2,2,,2,,2,,3,2,1,,,,1,2,1,,1,,1,,1,,1,,2,,4,1,6,,4,1,1,4,3,4,1,2,0.66
613,"l","A","C","3/26/2014 7:25:29",1,"NC",2,1,2,3,"THERE IS A HOLE IN THE OZONE LAYER",10,4,2,2,2,3,4,2,1,,,,,,,2,,4,1,,2,,2,,1,,,1,,1,2,98,,,,,,,,,,,,4,1,1,1,2,1,4,4,2,2,2,1,1.65
614,"l","A","D","3/27/2014 6:52:20",4,"NM",4,1,2,3,"WEATHER PATTERNS",3,2,2,3,1,1,3,1,1,,,,,,,2,,2,2,,2,,2,,3,,,1,,2,2,,1,,1,,1,,1,,1,,1,4,1,6,,3,5,1,3,1,3,2,1,0.46
615,"l","A","C","3/31/2014 8:47:35",3,"TX",2,1,1,2,"PATTERNS OVER THE CENTURIES HAVE PROVED THE SAME",9,3,1,1,1,3,3,1,1,,,,,,,4,,4,3,,1,,2,,2,,,1,,2,2,1,,1,,1,,1,,1,,1,,4,1,1,2,3,1,2,2,3,3,1,2,0.68
616,"c","A","D","4/2/2014 8:08:42 P",2,"MI",3,2,,,,,,,,,,,,,2,"IT IS COLD HERE",1,1,4,4,2,,2,2,,2,,3,,1,,,1,,2,2,,1,,1,,1,,1,,1,,1,4,1,1,2,4,5,3,98,3,1,2,2,1.1
617,"c","A","D","4/1/2014 7:02:43 P",2,"GA",2,1,1,2,"SCIENCE MAJOR",4,1,1,1,1,1,1,1,1,,,,,,,1,,1,1,,1,,2,,1,,,,1,1,2,,1,,2,,,,,,,,,4,1,,,3,5,1,3,1,5,1,2,1.33
618,"l","A","D","3/25/2014 9:21:28",4,"CO",4,1,1,3,"PERSONAL OBSERVATION",2,1,1,2,2,3,1,1,2,,,,,,,2,,3,2,,2,,2,,1,1,,,,1,2,,1,,1,,1,,1,,1,,1,4,1,1,98,3,1,2,3,2,1,1,2,0.79
619,"c","B","C","4/2/2014 5:18:47 P",2,"GA",2,1,1,1,"STORMS THAT ARE HAPPENING",3,1,2,4,1,2,2,1,1,,,,,,,,4,4,,3,,4,,4,1,1,,,,2,2,1,,1,,1,,1,,1,,1,,4,2,1,1,5,1,1,2,3,2,1,1,1.55
620,"c","B","D","4/3/2014 7:14:41 P",3,"NY",1,1,1,3,"EARTH RUNS IN CYCLES BUT HUMANS ARE NOT HELPING",9,1,2,4,3,3,1,1,3,,,,,,,,2,3,,98,,1,,4,2,1,,,,1,2,,1,,1,,1,,1,,1,,1,4,2,1,2,4,1,1,2,3,3,2,1,1.07
621,"l","A","D","3/27/2014 6:59:53",4,"SC",2,1,1,2,"GOD'S PLAN",12,1,1,4,3,3,1,2,3,,,,,,,1,,1,1,,1,,1,,3,1,,,,1,2,,1,,1,,1,,1,,1,,1,4,2,1,1,4,1,1,3,2,2,1,2,1.21
622,"c","A","D","4/2/2014 7:51:23 P",2,"CA",4,1,1,3,"MELTING POLAR ICE CAPS",1,1,1,2,3,3,2,2,2,,,,,,,3,,4,3,,1,,1,,2,,,1,,1,2,,1,,1,,1,,1,,1,,1,4,1,1,2,4,5,2,1,1,4,1,1,0.93
623,"l","A","D","3/27/2014 7:04:25",2,"GA",2,1,1,1,"WEATHER PATTERNS CHANGING",3,2,1,2,2,2,4,1,1,,,,,,,1,,3,1,,1,,2,,3,,,,1,1,2,,2,,,,,,,,,,,4,2,1,2,3,1,1,2,1,5,2,2,2.08
624,"c","A","D","4/2/2014 7:39:37 P",1,"GA",2,1,2,1,"DATA",4,1,1,2,2,2,2,2,2,,,,,,,2,,2,2,,2,,2,,3,,,,2,,2,,2,,,,,,,,,,,4,1,6,,2,5,4,,2,1,2,1,1.8
625,"l","B","D","3/31/2014 5:28:09",3,"FL",2,1,2,1,"TERRIBLE STORMS AND HEAT",3,2,1,2,1,3,2,2,2,,,,,,,,3,4,,4,,4,,2,3,,98,,,,98,,1,,1,,1,,1,,1,,1,4,1,2,,5,2,2,3,1,4,1,1,0.51
626,"l","B","C","3/24/2014 8:13:38",2,"OR",4,98,,,,,,,,,,,,,,,,,,,,4,4,,4,,4,,4,1,,,,2,,98,1,,1,,1,,1,,1,,1,,4,1,1,2,2,1,2,3,3,3,1,1,1.15
627,"l","B","D","4/1/2014 8:35:10 P",3,"AR",2,2,,,,,,,,,,,,,2,"POLAR VORTEX KEPT IT COLD THIS WINTER",1,1,1,1,,4,4,,4,,4,,4,4,,2,,,,1,,1,,1,,1,,1,,2,,,4,1,1,2,3,1,2,2,3,,2,2,0.78
628,"l","A","D","3/25/2014 6:55:46",3,"KS",3,1,1,1,"ICE CORE SAMPLES",4,1,2,1,3,3,1,1,3,,,,,,,2,,2,1,,2,,2,,2,1,,,,1,2,,2,,,,,,,,,,,1,1,6,,3,1,4,3,2,3,1,1,0.5
629,"c","B","C","4/2/2014 5:28:01 P",1,"ME",1,1,1,3,"DUE TO THE OZONE LAYER WEAKENING",10,2,4,2,3,4,4,4,2,,,,,,,,3,3,,2,,1,,2,2,,,,2,,2,1,,2,,,,,,,,,,1,1,2,,3,5,2,2,1,5,1,1,1.65
630,"l","B","D","3/31/2014 5:56:29",3,"VA",2,1,2,2,"SEVERE STORMS AND INCREASING LACK OF TREES  CAUSES MORE HEAT",3,3,1,2,2,3,3,2,1,,,,,,,,4,4,,4,,2,,2,2,,,1,,1,2,,1,,2,,,,,,,,,1,2,1,1,2,1,1,4,2,1,3,2,1.78
631,"l","B","D","3/31/2014 9:42:05",3,"NV",4,1,1,3,"WEATHER CHANGES",3,3,2,1,2,2,1,1,3,,,,,,,,1,4,,4,,4,,4,1,,,,1,2,2,,1,,1,,2,,,,,,,1,10,6,,2,1,1,4,3,2,2,1,0.8
632,"l","B","D","4/1/2014 8:34:49 P",4,"IA",3,1,2,3,"WEATHER CHANGES",3,1,2,1,2,3,1,1,1,,,,,,,,1,1,,4,,1,,1,3,,,,1,2,2,,2,,,,,,,,,,,1,1,1,2,5,2,1,5,1,6,1,1,0.49
633,"c","B","D","4/2/2014 8:44:31 P",3,"AR",2,1,1,3,"MELTING ICECAPS AND INCREASED HURRICANE ACTIVITY",1,1,4,4,1,4,98,4,1,,,,,,,,4,1,,4,,4,,4,4,,,,1,1,3,,1,,2,,,,,,,,,1,1,1,2,5,3,1,4,3,6,2,2,0.71
634,"l","B","D","3/25/2014 9:45:35",3,"MO",3,2,,,,,,,,,,,,,2,"EARTH GOES THROUGH STAGES",2,2,4,4,,4,4,,2,,4,,4,1,2,,,,,1,,1,,1,,1,,1,,1,,1,5,1,1,2,2,2,1,3,3,2,1,2,0.88
635,"l","A","C","3/25/2014 7:54:05",1,"NH",1,2,,,,,,,,,,,,,2,"VERY COLD,  LONGER THAN USUAL WINTERS",1,1,2,2,4,,4,4,,3,,4,,98,,,2,,,1,1,,1,,1,,1,,1,,1,,5,1,2,,4,2,2,1,3,4,1,1,1.43
636,"l","A","D","3/31/2014 6:54:56",1,"NJ",1,2,,,,,,,,,,,,,2,"WINTERS ARE COLDER AND SUMMERS ARE SHORTER AND COOLER",1,1,4,4,4,,4,4,,3,,2,,3,,,2,,,1,,1,,1,,1,,1,,1,,1,5,1,1,2,4,5,2,2,1,4,1,1,1.43
637,"l","A","C","3/26/2014 7:37:04",2,"LA",2,1,2,3,"RISING TEMPERATURES AND POLLUTION",2,4,1,2,1,3,3,1,1,,,,,,,4,,4,1,,3,,4,,1,,,1,,2,2,1,,1,,1,,1,,1,,1,,5,2,1,2,3,1,1,4,3,,1,1,1.8
638,"l","A","D","4/1/2014 7:58:25 P",4,"CA",4,1,1,1,"GAS FUMES FROM TRUCKS AND FACTORIES",8,3,1,2,3,3,3,1,1,,,,,,,4,,4,4,,1,,2,,2,,,1,,1,2,,1,,1,,1,,1,,1,,1,5,1,1,2,5,5,2,1,1,6,1,1,0.49
639,"l","A","D","3/27/2014 7:01:42",1,"IL",3,1,1,3,"MANS USE OF CARBON FUELS AND WEATHER PATTERNS OVER THE CENTURIES",8,1,1,2,1,4,2,1,1,,,,,,,4,,4,4,,4,,98,,98,,,1,,1,2,,1,,1,,1,,1,,1,,1,5,1,1,2,4,2,2,1,3,4,1,1,1.43
640,"l","B","D","3/31/2014 9:45:41",3,"MO",3,1,3,98,"PEOPLE GOING UP IN SPACE",8,4,3,98,1,3,1,1,1,,,,,,,,4,4,,1,,1,,2,1,1,,,,1,2,,1,,1,,1,,1,,1,,1,5,2,1,2,3,1,1,2,3,3,1,2,1.43
641,"c","A","D","4/3/2014 6:19:37 P",3,"IL",3,1,2,1,"SOLAR GASES ARE CLOSER TO THE EARTH",10,1,1,2,2,4,1,2,2,,,,,,,4,,4,4,,1,,2,,2,,,,1,1,3,,1,,1,,1,,1,,1,,1,5,1,2,,4,1,2,1,1,4,2,1,0.48
642,"l","A","C","3/26/2014 7:43:43",4,"FL",2,1,1,1,"ICE MELTING",1,1,3,2,3,4,2,1,1,,,,,,,4,,4,4,,4,,4,,4,,2,,,,1,2,,,,,,,,,,,,1,1,2,,3,2,2,3,3,,1,2,0.74
643,"c","B","D","4/2/2014 8:38:38 P",4,"IL",3,1,2,1,"WEATHER",3,1,1,1,1,1,2,1,1,,,,,,,,4,4,,3,,3,,4,98,,,,2,,1,,1,,1,,1,,1,,2,,,1,1,1,2,3,1,1,4,3,2,1,1,0.46
644,"l","A","C","3/27/2014 5:31:18",4,"NY",1,1,2,98,"NOT SURE",10,3,2,3,2,3,3,2,1,,,,,,,4,,3,3,,3,,4,,98,,,2,,,1,1,,1,,1,,1,,1,,1,,1,1,1,2,4,1,2,2,2,,2,1,0.38
645,"c","A","D","4/3/2014 6:56:05 P",3,"WV",2,1,1,1,"CO2",8,1,3,2,2,3,2,2,2,,,,,,,2,,2,2,,1,,4,,2,,,,98,,1,,1,,1,,1,,1,,2,,,1,1,1,2,5,1,1,4,1,4,1,1,0.51
646,"l","B","D","3/26/2014 6:17:44",2,"NY",1,1,2,3,"WEATHER IS DIFFERENT",3,1,4,98,1,4,1,1,1,,,,,,,,4,2,,1,,1,,4,1,1,,,,1,2,,1,,2,,,,,,,,,1,1,2,,2,1,1,1,3,2,2,2,1.33
647,"c","B","D","4/2/2014 9:07:55 P",1,"FL",2,1,1,3,"WEATHER PATTERNS",3,3,3,2,3,4,2,2,2,,,,,,,,2,1,,2,,1,,98,1,,,,1,2,2,,1,,1,,1,,1,,2,,,1,10,1,2,4,5,4,3,3,3,2,1,1.37
648,"c","B","D","4/3/2014 7:37:47 P",1,"MA",1,1,1,3,"DATA",4,1,3,2,2,4,4,2,2,,,,,,,,2,2,,2,,1,,98,2,,,,1,4,2,,1,,1,,1,,1,,2,,,1,1,7,,4,5,1,3,3,5,1,1,1.47
649,"l","B","D","3/31/2014 5:33:15",3,"VA",2,1,1,3,"RESEARCH",4,1,3,1,2,4,1,2,2,,,,,,,,4,3,,2,,2,,4,2,1,,,,1,2,,1,,1,,2,,,,,,,1,1,,,4,5,4,4,1,6,1,2,0.68
650,"c","A","D","4/2/2014 7:52:22 P",1,"CO",4,1,1,1,"NOT SURE",10,1,1,4,1,4,2,4,1,,,,,,,1,,2,1,,1,,1,,3,,,,1,1,2,,2,,,,,,,,,,,1,1,6,,5,1,98,98,3,1,2,1,1.45
651,"l","B","D","3/26/2014 6:15:13",2,"VA",2,1,3,2,"THE FACT THAT THEY ARE",10,1,3,3,3,3,3,2,2,,,,,,,,2,3,,3,,4,,3,2,1,,,,1,2,,1,,1,,1,,1,,2,,,1,1,6,,2,1,4,3,3,,2,1,1.25
652,"c","A","C","4/2/2014 9:54:43 P",3,"AL",2,1,2,2,"HOT IN THE SUMMER",2,4,2,2,2,2,2,1,1,,,,,,,4,,4,1,,1,,2,,3,,,,1,3,3,1,,98,,,,,,,,,,1,2,1,2,4,1,1,4,3,,2,2,1.35
653,"c","A","D","4/2/2014 7:29:59 P",2,"ID",4,2,,,,,,,,,,,,,2,"WATCHING TELEVISION",4,1,1,1,4,,4,4,,4,,4,,1,2,,,,,1,,1,,1,,1,,1,,1,,1,4,1,1,2,3,1,4,2,3,3,1,1,0.95
654,"c","B","D","4/3/2014 8:08:59 P",2,"NY",1,98,,,,,,,,,,,,,,,,,,,,4,4,,1,,1,,4,1,,,,1,2,2,,1,,1,,1,,1,,1,,1,4,1,6,,2,5,2,3,1,6,2,2,1.51
655,"l","B","C","3/25/2014 8:10:42",4,"MD",2,2,,,,,,,,,,,,,2,"LONG, HARD, COLD,  SNOWY WINTER",1,1,3,4,,4,4,,2,,2,,4,2,,,98,,,1,1,,1,,1,,1,,1,,1,,4,1,1,2,3,1,2,1,3,,2,2,0.74
656,"c","A","C","4/2/2014 6:19:49 P",3,"LA",2,1,2,2,"EVERY FEW HUNDRED YEARS A NEW CYCLE STARTS",9,1,3,4,2,3,1,1,2,,,,,,,4,,4,4,,4,,4,,1,,1,,,2,2,1,,1,,1,,1,,1,,1,,4,2,1,1,3,1,1,2,3,2,2,2,1.43
