"Respnum","Sample","VersionQ3_4","VersionQ33","demog_age_list","demog_state","demog_state_region","weather_pastsummer_v3","weather_pastwinter","gw_belief","believer_confidence","believer_cause","believer_factor_open","believer_factor_open_coded","gw_concern","gw_prevent","govt_fed_v2","govt_effectiveness_v2","believer_factor_glaciers","believer_factor_warmer","believer_factor_hurricane","believer_factor_mildwint","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","carbontax_support","carbontax_cost10pct","carbontax_revneutral_v1","carbontax_rev4research_v1","carbontax_rev4debt_v2","willing2pay_temprise_open","willing2pay_temprise_coded","gw_techsolveprob","gw_adapt","state_rps_neighbr","carbontax_price_nocost","carbontax_price_8cpg","carbontax_price_42cpg","rps_support_v2","vehicle_evrebate","coalfpp_support_phaseout","wind_noise","wind_climate","wind_visual","wind_jobs","wind_propvalue","wind_mycommunity","coal_leavinground_v2","willing2pay_list","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_income","demog_gender","Date_Time","Weight"
509,"C","A","B",3,"MI",3,3,1,1,1,1,"WEATHER IS WARMER",3,1,1,1,1,2,1,1,1,2,1,,,,,,,3,4,98,1,2,"ZERO",1,98,4,1,-9,4,-9,4,98,4,4,4,4,1,98,4,3,1,9,2,,2,1,1,4,1,2,"10/25/2016 9:28:06",2.77
510,"C","B","C",3,"CA",4,2,5,1,1,1,"WEATHER IS GETTING WARMER",3,2,1,1,1,1,2,1,3,3,3,,,,,,,2,3,3,3,4,"$600.00",6,2,3,3,-9,-9,2,1,2,1,3,2,3,2,4,1,3,4,2,,,5,1,1,3,6,1,"10/25/2016 9:29:52",1.36
511,"C","A","C",3,"OK",2,3,2,1,1,1,"NOT SURE",10,2,2,-9,2,2,2,4,2,2,1,,,,,,,1,1,1,1,1,"$1.00",2,3,3,3,-9,-9,4,1,1,1,4,2,3,2,3,3,3,1,1,1,2,3,1,,,,1,"10/25/2016 9:30:20",0.63
512,"C","B","C",1,"TX",2,5,2,1,1,1,"MORE ACTIVITY  MORE CARS ON THE ROAD",8,2,1,2,1,2,1,2,2,2,2,,,,,,,2,2,1,1,2,"NOT SURE",98,98,2,98,-9,-9,2,1,2,3,2,98,98,1,2,3,2,2,9,2,,4,3,1,3,2,2,"10/25/2016 9:40:20",2.63
513,"C","A","C",2,"WI",3,5,5,1,1,2,"PERSONAL OBSERVATION",2,1,2,-9,2,2,4,2,4,3,4,,,,,,,4,4,4,4,4,"ZERO",1,4,1,2,-9,-9,4,4,4,1,4,4,1,2,2,4,3,1,1,2,,5,2,2,1,6,1,"10/25/2016 9:40:37",0.78
514,"C","B","C",1,"OR",4,1,2,1,1,2,"NATURAL",9,1,2,-9,2,1,1,1,1,1,1,,,,,,,98,98,98,98,98,"ZERO",1,4,2,3,-9,-9,4,1,1,3,3,2,3,1,2,1,2,2,1,6,,2,5,4,3,1,1,"10/25/2016 9:42:19",0.73
515,"C","A","C",1,"FL",2,5,5,2,,,,,,,-9,,,,,,,,1,"NO SCIENCE PROVES ANYTHING ABOUT GLOBAL WARMING",3,1,2,3,2,4,4,3,4,"ZERO",1,3,4,4,-9,-9,4,2,3,3,4,4,4,2,3,1,1,1,,,,5,5,,,2,1,"10/25/2016 9:51:32",0.71
516,"C","B","B",1,"ID",4,1,98,1,1,1,"HOTTER",2,1,1,1,1,1,2,2,2,3,2,,,,,,,98,4,98,1,98,"$10.00",2,98,98,98,-9,3,-9,1,1,1,98,98,98,2,98,98,2,2,10,98,,3,5,98,,98,1,"10/25/2016 9:52:13",0.8
517,"C","A","C",3,"OK",2,5,2,2,,,,,,,-9,,,,,,,,1,"PERSONAL OBSERVATION AND NO EVIDENCE",1,1,4,2,4,4,4,3,4,"ZERO",1,4,4,2,-9,-9,4,1,4,4,4,4,4,2,2,1,3,1,1,1,2,5,1,2,1,6,2,"10/25/2016 9:52:38",0.89
518,"L","C","B",3,"IL",3,5,5,98,,,,,,,-9,,,,,,,,,,,,,,98,98,2,1,98,"ZERO",1,98,4,4,-9,4,-9,1,1,98,4,98,4,98,98,1,98,1,1,,,4,98,4,1,,2,"10/26/2016 10:02:3",0.99
519,"C","A","B",4,"NJ",1,5,5,1,1,1,"OVERALL HIGHER TEMPS",2,1,1,1,1,1,1,2,1,2,1,,,,,,,1,1,1,1,4,"ZERO",1,2,4,2,-9,1,-9,1,4,2,4,1,4,1,4,1,2,1,1,2,,2,2,1,1,4,1,"10/26/2016 4:15:04",0.57
520,"C","B","C",1,"PA",1,2,4,1,1,3,"LOT WARMER",2,1,1,1,1,1,2,2,3,1,3,,,,,,,1,1,1,1,1,"$10.00",2,98,3,98,-9,-9,1,1,1,1,98,1,4,1,98,1,3,6,10,6,,4,5,1,5,3,1,"10/26/2016 4:16:18",0.77
521,"C","A","C",4,"NY",1,1,2,98,,,,,,,-9,,,,,,,,,,,,,,98,4,4,4,3,"NOT SURE",98,3,3,2,-9,-9,4,1,1,2,3,3,2,1,3,1,2,2,2,1,2,3,1,4,5,3,2,"10/26/2016 4:18:20",1.75
522,"C","A","C",3,"TN",2,2,5,1,3,2,"MEDIA AND READ A LOT",6,3,2,-9,2,3,3,98,4,3,1,,,,,,,4,4,4,2,4,"ZERO",1,2,2,1,-9,-9,4,3,1,3,1,98,98,1,1,4,2,5,1,1,2,5,2,2,2,3,2,"10/26/2016 4:24:03",0.96
523,"C","B","C",1,"CT",1,2,2,1,1,1,"SCIENCE",4,1,1,1,1,1,1,2,2,1,1,,,,,,,1,1,1,1,2,"$100.00",3,1,4,3,-9,-9,2,1,1,1,4,1,3,1,3,1,2,6,1,6,,4,5,1,5,3,2,"10/26/2016 4:31:24",1.01
524,"C","A","B",1,"NY",1,1,2,1,2,1,"PEOPLE ARE NOT TAKING CARE OF THE EARTH",8,1,1,1,1,1,1,1,1,1,1,,,,,,,3,98,2,1,2,"NOT SURE",98,2,4,2,-9,2,-9,1,2,2,2,2,2,2,2,2,2,4,2,6,,3,5,4,3,4,2,"10/26/2016 4:32:28",2.02
525,"C","B","B",3,"MD",2,5,2,1,1,3,"HISTORICAL RECORDS",4,1,1,1,1,1,2,4,4,1,2,,,,,,,1,2,2,1,4,"20 PERCENT",7,1,3,2,-9,1,-9,2,2,3,4,1,3,2,2,2,2,3,1,6,,5,5,4,3,,1,"10/26/2016 4:36:09",0.53
526,"C","B","C",1,"IL",3,5,2,98,,,,,,,-9,,,,,,,,,,,,,,3,3,2,2,2,"ZERO",1,2,3,2,-9,-9,98,2,3,3,98,98,3,2,3,98,98,2,,,,2,1,,,,1,"10/26/2016 4:39:44",0.83
527,"C","B","C",1,"LA",2,1,3,1,1,1,"SCIENTIC CONSENSUS",4,1,1,1,1,2,4,3,4,2,3,,,,,,,1,1,1,1,2,"$100.00",3,1,3,3,-9,-9,2,1,1,1,2,1,3,1,2,2,2,6,1,6,,4,4,1,3,6,1,"10/26/2016 4:49:13",0.53
528,"C","A","C",4,"VA",2,2,3,2,,,,,,,-9,,,,,,,,2,"THE LORD",6,3,3,3,3,3,3,3,3,"ZERO",1,3,3,3,-9,-9,3,2,2,3,3,98,3,2,3,2,3,6,1,2,,3,1,4,2,6,1,"10/26/2016 4:55:28",0.39
529,"C","B","C",3,"NC",2,5,5,1,1,3,"NOT SURE",10,1,98,1,1,98,3,98,3,1,3,,,,,,,98,1,1,1,98,"ZERO",1,98,98,98,-9,-9,4,4,4,4,98,98,98,98,98,98,1,1,10,7,,2,1,1,2,,2,"10/26/2016 4:55:30",1.24
530,"C","B","B",4,"MN",3,4,4,1,1,3,"WARMER SEASONAL TEMPERATURES",2,1,1,98,1,1,2,1,2,1,1,,,,,,,1,2,2,2,4,"ZERO",1,2,3,2,-9,2,-9,1,4,3,98,2,3,2,4,2,2,1,1,6,,3,5,4,1,2,2,"10/26/2016 4:59:43",0.86
531,"C","A","C",4,"AZ",4,2,5,98,,,,,,,-9,,,,,,,,,,,,,,3,4,1,2,3,"$10.00 TO $20.00",2,2,2,3,-9,-9,4,2,1,3,3,2,3,1,2,2,1,1,1,2,,4,1,1,4,2,2,"10/26/2016 5:09:06",0.81
532,"C","B","C",1,"AZ",4,5,3,1,2,3,"SCIENTIFIC EVIDENCE",4,2,2,-9,2,1,3,2,2,2,1,,,,,,,98,2,4,1,4,"ZERO",1,3,2,3,-9,-9,2,1,1,1,98,98,3,2,3,1,2,2,1,6,,4,4,4,4,1,1,"10/26/2016 5:11:16",0.65
533,"C","A","B",1,"NJ",1,5,3,1,1,1,"POLAR ICE CAPS ARE MELTING SPECIES DYING BECAUSE OF NEW CLIMATE IN THE AREA",1,1,1,1,1,1,1,1,1,1,1,,,,,,,2,2,1,1,1,"NOT SURE",98,1,4,1,-9,1,-9,1,1,1,2,2,4,1,2,1,2,4,1,6,,3,5,4,4,5,1,"10/26/2016 5:16:59",0.53
534,"C","A","B",3,"MI",3,2,3,1,1,2,"SOLAR FLARES",10,3,2,-9,2,4,4,4,4,4,4,,,,,,,2,2,2,3,4,"ZERO",1,4,1,2,-9,4,-9,1,2,98,98,4,4,1,4,1,1,2,1,2,,3,5,4,3,3,1,"10/26/2016 5:19:52",0.65
535,"C","B","C",2,"MO",3,3,3,98,,,,,,,-9,,,,,,,,,,,,,,4,4,4,4,4,"ZERO",1,4,4,98,-9,-9,4,2,2,4,4,1,4,1,98,2,98,1,,1,2,4,5,,,,2,"10/26/2016 5:25:22",1.46
536,"C","A","B",2,"MI",3,98,2,1,1,3,"WARMER TEMPERATURES",2,1,2,-9,1,2,1,1,2,1,1,,,,,,,2,2,98,2,4,"ZERO",1,2,3,2,-9,2,-9,2,4,3,4,2,2,2,2,2,2,1,1,1,2,3,2,1,1,4,1,"10/26/2016 5:27:21",1.03
537,"C","A","B",3,"LA",2,1,5,2,,,,,,,-9,,,,,,,,2,"NATURAL CYCLE",2,2,2,3,1,1,1,1,1,"$200.00",4,1,3,3,-9,2,-9,1,1,1,1,1,3,1,3,1,1,5,1,2,,3,1,4,3,2,1,"10/26/2016 5:25:38",0.64
538,"C","B","C",3,"NJ",1,5,98,98,,,,,,,-9,,,,,,,,,,,,,,4,4,4,4,98,"ZERO",1,4,98,98,-9,-9,4,1,1,4,98,98,98,98,98,1,98,1,1,2,,2,1,2,3,,2,"10/26/2016 5:32:23",1.07
539,"C","B","C",2,"NY",1,2,5,2,,,,,,,-9,,,,,,,,1,"ITS THE SAME",1,3,2,2,3,3,3,3,3,"ZERO",1,3,3,3,-9,-9,3,3,2,3,98,98,3,2,98,2,3,1,1,1,1,4,5,4,3,5,2,"10/26/2016 5:33:22",1.19
540,"C","A","B",3,"FL",2,5,5,1,1,3,"ICE CAPS",1,2,2,-9,1,1,3,3,4,2,1,,,,,,,1,98,98,4,4,"ZERO",1,4,3,98,-9,4,-9,1,1,1,98,4,1,98,2,2,2,1,1,6,,4,5,2,2,,2,"10/26/2016 5:36:32",0.99
541,"C","B","C",3,"AL",2,5,5,1,2,2,"WARMER",2,2,98,2,98,2,2,2,3,2,2,,,,,,,3,4,2,98,2,"ZERO",1,2,2,98,-9,-9,4,98,2,3,98,98,2,2,98,2,3,1,1,1,2,4,1,2,1,,2,"10/26/2016 5:37:52",0.99
542,"C","B","B",4,"TX",2,5,5,1,1,3,"FOSSIL FUELS",8,1,1,1,1,1,2,4,2,1,1,,,,,,,3,98,2,1,4,"ZERO",1,2,4,1,-9,2,-9,1,1,98,98,2,4,1,3,1,2,3,1,1,1,4,1,2,2,4,1,"10/26/2016 5:38:14",0.49
543,"C","B","B",4,"PA",1,1,4,1,1,1,"WEATHER IN AREA, POPULATION INCREASING ATTRIBUTES",3,2,1,1,1,1,1,1,2,2,2,,,,,,,2,2,3,2,2,"$10.00",2,1,2,2,-9,3,-9,1,2,1,98,98,98,1,1,3,2,1,1,6,,2,1,1,2,2,2,"10/26/2016 5:38:31",0.89
544,"C","B","C",1,"NY",1,2,3,1,1,1,"SCIENTIFIC STUDIES",4,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,1,"$100.00",3,1,4,3,-9,-9,1,1,1,1,4,1,4,1,4,1,2,6,1,1,2,4,5,1,5,2,1,"10/26/2016 5:49:44",0.59
545,"C","A","C",3,"CA",4,1,1,98,,,,,,,-9,,,,,,,,,,,,,,4,4,4,4,4,"$5.00",2,2,4,4,-9,-9,4,1,1,4,3,1,4,1,2,2,2,2,9,2,,3,2,1,4,4,2,"10/26/2016 5:51:25",2.77
546,"C","A","B",2,"NV",4,2,2,1,2,3,"SCIENTIFIC DATA",4,1,2,-9,2,4,4,4,4,4,4,,,,,,,4,4,4,4,4,"ZERO",1,4,1,98,-9,4,-9,3,2,98,4,3,4,4,4,1,98,1,10,,,4,5,2,1,4,1,"10/26/2016 5:54:37",1.15
547,"C","B","B",3,"MI",3,1,5,98,,,,,,,-9,,,,,,,,,,,,,,1,1,1,1,1,"$250.00",4,1,4,3,-9,3,-9,2,2,1,3,1,1,1,1,1,2,4,2,2,,1,5,2,3,3,1,"10/26/2016 6:00:00",1.83
548,"C","A","B",4,"MN",3,2,5,1,2,1,"WHAT THEY HAVE READ",6,2,2,-9,2,2,2,98,2,98,3,,,,,,,1,4,2,1,1,"ZERO",1,98,4,4,-9,4,-9,3,2,4,4,2,3,1,4,2,3,1,1,6,,2,1,98,3,,2,"10/26/2016 6:00:57",0.88
549,"C","B","C",3,"TX",2,2,2,1,1,1,"EVERYTHING MAN HAS DONE TO THE ENVIRONMENT",8,1,2,-9,2,1,1,1,3,1,1,,,,,,,1,1,1,1,1,"$10.00",2,1,1,4,-9,-9,2,1,1,1,4,1,4,1,4,1,2,2,1,1,2,2,1,4,3,3,1,"10/26/2016 6:07:06",0.68
550,"C","A","C",3,"IL",3,5,2,1,1,3,"MELTING ICE",1,3,1,1,2,2,2,2,2,2,2,,,,,,,2,2,3,2,2,"ZERO",1,3,3,3,-9,-9,3,2,2,98,3,98,3,2,3,2,3,1,1,1,1,4,5,2,3,5,1,"10/26/2016 6:11:10",0.48
551,"C","A","B",2,"MI",3,2,2,1,1,3,"NEWS",6,2,1,1,1,2,4,2,4,2,2,,,,,,,3,4,98,3,2,"ZERO",1,1,4,1,-9,3,-9,1,1,4,4,1,4,1,98,1,1,2,1,2,,4,1,4,1,6,1,"10/26/2016 6:14:26",0.83
552,"C","B","B",3,"CA",4,2,5,1,1,1,"INCREASING POPULATION",8,1,1,1,1,1,1,2,1,1,1,,,,,,,1,1,2,1,4,"ZERO",1,3,4,2,-9,1,-9,1,4,1,98,2,4,2,2,1,2,1,1,2,,3,1,4,1,4,1,"10/26/2016 6:16:01",0.73
553,"C","A","B",1,"NY",1,1,3,1,1,1,"WEATHER.  DUE TO GLOBAL WARMING, FOSSEL FUELS",3,1,1,1,2,2,1,2,1,2,3,,,,,,,1,98,98,4,3,"$40.00",2,3,4,3,-9,2,-9,1,3,3,4,3,4,3,2,2,2,1,9,,,2,5,1,3,1,2,"10/26/2016 6:16:29",2.77
554,"C","B","C",4,"FL",2,3,5,2,,,,,,,-9,,,,,,,,1,"HIS OBSERVATIONS",1,1,2,1,4,3,3,3,3,"ZERO",1,3,3,3,-9,-9,4,3,3,4,3,3,2,2,98,2,3,1,1,2,,2,2,2,2,,1,"10/26/2016 6:24:21",0.47
555,"C","B","B",4,"FL",2,1,1,98,,,,,,,-9,,,,,,,,,,,,,,1,1,3,2,4,"ZERO",1,2,4,2,-9,1,-9,1,4,1,4,2,4,2,4,1,3,1,1,1,2,4,1,1,1,4,2,"10/26/2016 6:26:40",0.9
556,"C","A","C",2,"NY",1,3,1,1,2,2,"NOT SURE",10,1,1,1,1,3,2,1,1,1,1,,,,,,,1,3,1,3,1,"$20.00",2,3,2,2,-9,-9,4,1,1,2,1,98,3,1,1,1,1,1,2,1,2,4,5,1,1,6,2,"10/26/2016 6:28:53",2.12
557,"C","B","C",3,"CA",4,5,5,1,1,1,"THE MELTING ICE CAPS",1,2,1,1,2,1,1,2,3,2,2,,,,,,,1,1,1,1,2,"25 PERCENT",7,1,3,4,-9,-9,4,1,1,1,4,2,3,1,3,1,3,3,1,6,,5,5,1,3,6,1,"10/26/2016 6:29:15",0.48
558,"C","B","C",3,"NY",1,5,5,1,1,2,"STORMS",3,2,2,-9,2,2,2,2,1,1,1,,,,,,,1,1,1,4,4,"$5.00",2,4,4,98,-9,-9,4,1,1,1,4,4,4,1,98,1,2,2,2,1,2,1,5,98,5,,1,"10/26/2016 6:33:32",1.81
559,"C","A","B",3,"OR",4,2,5,1,1,3,"SUMMERS ARE HOTTER THAN HADES.  AS A CHILD, WEATHER WASN'T THIS HOT",2,2,1,1,1,1,1,1,1,2,1,,,,,,,1,1,2,1,2,"$200.00",4,4,4,1,-9,2,-9,1,1,1,1,1,2,1,1,2,1,3,1,1,2,3,1,1,5,2,2,"10/26/2016 6:37:15",1.05
560,"C","A","C",2,"MO",3,5,2,98,,,,,,,-9,,,,,,,,,,,,,,2,2,2,2,3,"ZERO",1,2,3,3,-9,-9,3,1,3,3,4,1,3,2,3,1,98,2,1,1,1,5,5,4,4,6,2,"10/26/2016 6:41:04",1.19
561,"C","A","B",3,"TX",2,3,2,1,1,1,"SCIENTIFIC EVIDENCE",4,1,1,1,1,1,1,1,1,1,1,,,,,,,2,1,2,2,2,"COST NOT AN ISSUE",7,3,3,98,-9,1,-9,1,1,1,4,1,4,1,4,1,2,3,1,6,,5,5,4,4,4,1,"10/26/2016 6:43:04",0.63
562,"C","B","B",3,"TX",2,1,5,1,1,2,"NOT SURE",10,2,1,1,2,2,4,2,4,4,4,,,,,,,2,2,2,2,2,"$100.00",3,1,1,1,-9,1,-9,4,3,4,3,4,2,4,4,2,3,1,1,2,,5,1,4,3,5,1,"10/26/2016 6:43:20",0.43
563,"C","A","C",3,"TN",2,5,2,1,3,2,"FROM WHAT SHE HAS READ",6,2,1,1,2,2,3,2,3,1,3,,,,,,,3,4,3,3,2,"$10.00",2,2,3,2,-9,-9,4,2,3,4,2,98,2,2,2,4,3,4,1,1,1,3,1,2,1,,2,"10/26/2016 6:44:33",1.04
564,"C","B","C",3,"NY",1,2,3,1,1,1,"SCIENTIFIC",4,1,1,1,1,1,2,2,2,2,2,,,,,,,4,3,3,3,3,"ZERO",1,1,1,2,-9,-9,4,3,1,4,3,2,2,2,3,2,3,3,1,1,2,3,5,2,1,5,1,"10/26/2016 6:47:34",0.53
565,"C","A","C",4,"NC",2,2,2,1,1,2,"SLIGHTLY WARMER",2,2,1,1,1,1,1,2,2,1,1,,,,,,,2,4,1,2,3,"ZERO",1,3,2,3,-9,-9,4,2,1,4,2,2,1,1,4,2,2,1,2,2,,2,1,1,2,2,1,"10/26/2016 6:54:57",1.36
566,"C","B","B",3,"CA",4,5,5,1,1,3,"HE HAS A BRAIN.  I CAN SEE IT",2,1,1,1,98,1,1,2,2,2,2,,,,,,,1,1,2,1,4,"$100.00",3,3,4,4,-9,1,-9,1,1,1,1,1,4,1,4,1,2,4,1,1,1,5,5,1,3,6,1,"10/26/2016 6:56:13",0.48
567,"C","A","B",2,"MN",3,5,5,1,1,2,"NEWS",6,3,2,-9,2,2,4,4,4,2,2,,,,,,,4,4,3,1,4,"ZERO",1,2,3,3,-9,4,-9,2,2,4,4,1,4,2,4,1,98,3,1,1,1,3,5,4,2,5,2,"10/26/2016 6:56:55",1.24
568,"C","A","B",2,"GA",2,2,2,1,4,98,"WEATHER IS GETTING WARMER",3,4,1,1,2,4,4,4,4,4,4,,,,,,,4,2,1,3,4,"ZERO",1,4,2,1,-9,4,-9,2,1,2,2,3,2,2,2,2,2,1,10,6,,3,5,4,2,5,1,"10/26/2016 7:01:59",1
569,"C","B","C",3,"CA",4,5,5,1,1,3,"GETTING WARMER",2,1,1,1,1,1,1,1,3,1,1,,,,,,,4,4,4,4,4,"$1.00",2,4,2,4,-9,-9,2,1,1,1,1,1,4,1,2,2,3,4,9,2,,4,1,2,2,6,1,"10/26/2016 7:07:40",2.16
570,"L","D","B",4,"FL",2,1,1,2,,,,,,,-9,,,,,,,,1,"WEATHER IS IN CYCLES",2,1,1,1,4,4,4,4,4,"ZERO",1,4,4,2,-9,4,-9,2,3,3,2,2,2,1,2,2,2,1,1,6,,3,1,4,3,,1,"10/26/2016 7:35:58",0.44
571,"L","C","B",4,"AZ",4,98,2,98,,,,,,,-9,,,,,,,,,,,,,,4,98,98,4,98,"ZERO",1,4,98,98,-9,4,-9,3,3,4,1,98,1,98,98,3,1,1,1,2,,3,98,2,1,4,2,"10/26/2016 7:43:14",0.95
572,"L","D","A",3,"IL",3,2,5,1,1,3,"WHAT SEEN ON NEWS",6,3,2,-9,1,98,1,1,1,1,1,,,,,,,4,3,4,4,4,"ZERO",1,3,3,98,4,-9,-9,4,4,4,4,2,4,1,1,1,1,1,1,98,,2,1,1,3,2,1,"10/26/2016 7:45:07",0.67
573,"L","D","B",4,"NY",1,2,2,1,1,3,"PEOPLE TALK ABOUT IT ON TV",6,1,1,1,1,2,98,2,3,98,2,,,,,,,1,1,2,1,98,"ZERO",1,3,4,4,-9,98,-9,2,2,3,3,98,3,98,98,2,3,1,1,1,2,4,1,1,5,,2,"10/26/2016 7:46:09",0.8
574,"L","C","B",2,"MT",4,5,2,2,,,,,,,-9,,,,,,,,2,"CYCLE",2,4,4,3,4,4,4,2,4,"ZERO",1,3,2,2,-9,3,-9,4,2,4,3,4,3,2,2,2,1,1,1,2,,5,5,2,1,3,1,"10/26/2016 7:53:25",0.85
575,"L","D","B",3,"AR",2,3,2,2,,,,,,,-9,,,,,,,,1,"CYCLICAL",2,4,2,98,4,4,4,98,4,"ZERO",1,4,2,1,-9,4,-9,4,4,4,98,4,2,2,1,3,1,1,1,1,1,2,3,4,1,3,1,"10/26/2016 8:03:13",0.68
576,"L","C","B",3,"VA",2,1,1,1,1,2,"WEATHER",3,1,1,2,98,1,2,2,1,2,1,,,,,,,2,2,2,2,2,"MONEY HAS NOTHING TO DO W",1,4,4,2,-9,1,-9,1,2,2,4,2,2,4,1,3,3,1,2,6,,2,1,2,3,1,1,"10/26/2016 8:04:33",1.61
577,"L","D","A",4,"IL",3,5,5,98,,,,,,,-9,,,,,,,,,,,,,,3,3,2,2,3,"ZERO",1,98,3,3,98,-9,-9,2,1,98,4,98,3,1,3,1,3,2,1,1,2,2,1,1,4,3,1,"10/26/2016 8:08:19",0.49
578,"L","D","B",4,"PA",1,2,5,1,1,2,"LACK OF RAIN FALL",3,2,1,2,1,1,3,3,1,1,2,,,,,,,4,4,1,4,1,"$10.00",2,4,1,98,-9,4,-9,1,1,4,98,4,4,1,4,1,3,1,1,2,,3,2,1,2,,1,"10/26/2016 8:12:32",0.44
579,"L","C","B",4,"OH",3,1,4,1,1,3,"THE EXTREME TEMPS",2,1,1,1,1,1,1,1,2,1,1,,,,,,,1,2,2,2,2,"ZERO",1,1,3,3,-9,4,-9,1,1,3,3,2,2,2,3,2,3,3,1,2,,3,1,1,4,,2,"10/26/2016 8:17:27",0.85
580,"L","D","B",3,"NY",1,1,4,1,1,3,"POLLUTION",8,1,1,1,1,1,2,1,2,2,1,,,,,,,3,4,2,2,2,"ZERO",1,2,2,2,-9,4,-9,2,2,3,3,2,3,2,3,1,2,1,1,2,,3,2,4,1,1,2,"10/26/2016 8:19:56",1.11
581,"L","C","B",3,"TX",2,5,5,1,1,1,"ITS HOT",2,2,1,1,1,1,2,2,2,1,2,,,,,,,3,2,1,1,2,"$10.00",2,1,4,2,-9,2,-9,2,1,3,4,1,4,1,2,2,3,3,1,2,,2,1,4,3,2,1,"10/26/2016 8:22:33",0.67
582,"L","D","B",4,"MA",1,1,1,1,1,2,"GLACIERS ARE MELTING",1,1,1,1,1,1,1,3,1,3,2,,,,,,,1,2,2,2,3,"ZERO",1,98,98,2,-9,4,-9,1,1,3,1,1,1,1,1,1,2,1,1,1,2,1,2,1,3,3,2,"10/26/2016 8:27:47",1.17
583,"L","C","A",4,"IN",3,2,5,2,,,,,,,-9,,,,,,,,2,"WHAT I HEAR ON THE NEWS",9,2,4,1,3,3,1,3,2,"$1.00",2,1,3,2,3,-9,-9,2,3,4,1,4,1,2,1,4,1,2,1,1,1,3,1,2,3,4,1,"10/26/2016 8:29:38",0.54
584,"L","C","B",4,"NM",4,5,5,1,2,2,"NO SNOW YET AND USUALLY GET IT BY OCTOBER 15",3,4,2,-9,2,4,4,4,4,4,4,,,,,,,4,4,4,3,4,"ZERO",1,3,2,98,-9,4,-9,4,1,4,98,98,98,3,2,2,3,1,1,6,,2,5,4,1,2,1,"10/26/2016 8:31:02",0.48
585,"L","D","B",4,"MO",3,5,2,1,2,3,"POLLUTION AND COAL BURNING",8,2,1,1,1,1,2,2,1,1,2,,,,,,,3,3,2,2,2,"$10.00",2,2,3,2,-9,2,-9,2,2,2,3,2,3,2,2,2,2,2,1,2,,2,1,1,2,1,2,"10/26/2016 8:38:05",0.95
586,"L","C","A",3,"AK",4,5,1,1,1,98,"SCIENCE",4,2,2,-9,2,1,4,4,4,4,4,,,,,,,4,4,4,4,4,"ZERO",1,3,1,1,98,-9,-9,4,3,98,4,4,4,4,98,1,1,2,1,1,2,3,1,4,1,4,1,"10/26/2016 8:40:55",0.73
587,"L","D","A",4,"TX",2,5,5,2,,,,,,,-9,,,,,,,,2,"IN MY AREA I HAVENT NOTICED ANY CHANGES AT ALL",1,4,4,98,,,4,1,1,"NOT SURE",98,4,1,98,4,-9,-9,1,4,4,4,4,4,4,98,1,1,3,1,1,,3,1,2,2,6,2,"10/26/2016 8:48:58",0.8
588,"L","C","B",4,"IL",3,2,2,1,2,98,"FEEL IT",2,3,1,1,98,2,2,2,2,1,1,,,,,,,2,1,1,1,2,"ZERO",1,98,4,4,-9,1,-9,1,1,4,4,1,4,1,98,1,3,2,2,6,,3,1,1,4,,2,"10/26/2016 8:50:01",1.73
589,"L","D","B",4,"OH",3,5,2,98,,,,,,,-9,,,,,,,,,,,,,,4,4,4,1,4,"ZERO",1,98,98,98,-9,4,-9,4,98,4,1,4,1,98,98,98,98,98,1,1,1,5,2,2,2,,2,"10/26/2016 9:01:22",0.75
590,"L","D","A",1,"WA",4,5,2,1,1,3,"READING IN MAGAZINES",6,1,1,1,1,2,3,3,3,2,2,,,,,,,4,2,4,1,4,"NOT SURE",98,4,4,4,98,-9,-9,4,4,1,4,2,2,98,1,98,2,1,1,,,5,2,1,3,6,1,"10/26/2016 9:08:13",0.48
591,"L","C","B",4,"NM",4,5,3,2,,,,,,,-9,,,,,,,,1,"NORMAL CYCLES",2,4,1,1,3,98,2,1,1,"ZERO",1,3,4,4,-9,4,-9,1,2,4,3,4,3,2,3,1,3,2,1,1,1,5,1,2,1,4,1,"10/26/2016 9:10:21",0.44
592,"L","D","B",3,"IL",3,5,5,1,2,2,"WHAT I READ",6,2,2,-9,98,3,3,2,2,3,3,,,,,,,2,2,2,2,2,"ZERO",1,3,3,2,-9,3,-9,2,2,98,3,98,3,98,3,2,3,1,2,1,1,5,5,,3,,2,"10/26/2016 9:24:34",1.82
593,"L","C","A",1,"IL",3,5,5,2,,,,,,,-9,,,,,,,,3,"NOT SURE",9,4,4,4,98,98,98,98,98,"ZERO",1,3,3,3,4,-9,-9,4,4,3,98,98,98,98,98,98,3,1,1,6,,2,5,98,98,1,1,"10/26/2016 9:27:05",0.73
594,"L","D","B",4,"MN",3,5,5,98,,,,,,,-9,,,,,,,,,,,,,,3,3,3,3,4,"ITS A LOT OF HYPE ABOUT N",1,4,98,2,-9,4,-9,2,1,4,2,98,98,2,98,1,3,1,1,1,1,4,5,2,2,1,1,"10/26/2016 9:29:54",0.46
