"Respnum","sample","Month","Date","demog_age_list","demog_state","demog_state_region","gw_belief","believer_confidence","believer_cause","believer_problem","gw_concern","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_ipcc","believer_factor_unipcc","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","gw_noevidence","gw_scioverstate","gw_nattrend","gw_mediaoverstate","fed_industrial","gw_sciencelimitimpact","gw_geoengrharm","gw_geoengr","gw_adapt","gw_adapteasy","govt_fed","govt_state","govt_local","gastax_support_v2","gastax_support_fee","captrade_support_limit","captrade_support_cap","electrictax_support_v2","electrictax_support_v3","captrade_support_v1","captrade_rev4renewbls","captrade_rev4debt","carbontax_support","carbontax_rev4renewbls","carbontax_rev4debt_v1","carbontax_rev4inctax","carbontax_revfed_v1","carbontax_revstate","willing2pay_list","intl_support_v1","intl_support_cost","intl_support_china_v1","demog_persfinance","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_income","demog_gender","Weight"
548,"B",12,13,4,"SC",2,98,,,,,,,,,,,,,,,,,,,,,,,2,2,98,2,98,98,2,3,2,3,2,2,2,,2,,2,,2,3,98,4,3,3,,2,,4,1,3,4,4,2,1,1,2,2,1,,,,2,0.9
549,"B",12,13,2,"FL",2,1,1,1,1,1,"HIGH TEMPERATURES AND GLACIER MELTING",1,1,1,1,1,,3,1,1,2,2,,,,,,,4,4,3,4,4,4,2,2,4,4,1,2,2,,2,,98,,2,2,1,3,4,4,,4,,1,3,2,4,3,2,1,6,,2,1,4,3,2,1,1.33
550,"B",12,13,3,"IA",3,1,3,2,3,3,"OBSERVATIONS",2,2,3,3,4,,4,2,3,3,4,,,,,,,2,2,3,2,2,3,2,4,2,3,3,3,3,,98,,98,,2,98,1,3,2,2,,1,,1,1,98,98,98,2,1,6,,5,5,4,4,,1,0.21
551,"B",12,13,1,"IL",3,1,1,3,2,2,"TELEVISION",6,2,3,1,2,,4,1,1,2,1,,,,,,,4,2,3,4,4,3,1,1,3,4,2,2,2,,2,,1,,2,4,4,4,4,4,,4,,1,1,1,1,1,3,1,1,2,4,5,,1,98,2,1.59
552,"B",12,13,4,"NJ",1,1,2,2,2,2,"WEATHER REPORTS",6,1,2,1,1,,1,3,1,2,1,,,,,,,1,1,1,1,2,2,1,3,4,1,1,2,3,,2,,1,,2,1,1,1,4,1,,1,,4,1,3,4,98,1,1,2,,3,3,2,1,3,1,0.68
553,"B",12,13,3,"MA",1,2,,,,,,,,,,,,,,,,,2,"NOT ENOUGH EVIDENCE",3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,,2,,2,,2,3,3,4,3,4,,2,,4,1,2,3,3,2,1,1,98,2,1,4,3,,2,0.85
554,"B",12,13,3,"CA",4,2,,,,,,,,,,,,,,,,,2,"SAME AS TEN YEARS AGO",1,1,3,2,2,3,1,3,2,4,1,4,4,4,2,3,3,,2,,2,,2,4,4,4,4,4,,4,,6,1,4,4,4,3,9,2,,2,1,4,1,1,1,3.3
555,"B",12,13,4,"WI",3,98,,,,,,,,,,,,,,,,,,,,,,,3,4,3,4,4,4,2,3,3,4,1,1,2,,98,,98,,2,1,2,2,98,2,,3,,98,98,2,2,2,2,,1,2,4,1,4,2,3,1,0.61
556,"A",12,13,3,"TX",2,1,1,1,1,1,"HUMAN GREED",8,1,1,1,1,4,,3,1,1,1,,,,,,,4,4,4,4,4,4,2,4,4,4,1,1,1,2,,1,,1,,1,1,1,2,2,1,,1,,4,1,2,4,3,1,1,2,4,1,2,1,3,2,0.36
557,"B",12,13,4,"TX",2,1,1,2,1,1,"PEOPLE ARE STEALING GOD'S OIL AND POLLUTING THE AI",12,1,1,2,2,,2,1,1,2,2,,,,,,,1,2,2,3,4,4,2,2,2,4,1,1,1,,2,,2,,2,4,2,4,4,2,,4,,1,1,1,4,2,3,1,6,,3,1,1,3,1,2,0.78
558,"A",12,13,1,"LA",2,2,,,,,,,,,,,,,,,,,1,"BIBLE",6,1,4,4,1,1,1,1,98,4,1,4,2,4,2,2,2,2,,2,,2,,4,4,4,4,4,4,,5,,1,4,4,4,2,2,1,1,2,1,1,1,2,1,2.37
559,"A",12,13,4,"VA",2,2,,,,,,,,,,,,,,,,,1,"NOT SURE",9,4,4,1,1,1,1,1,1,4,1,1,2,1,3,3,3,2,,2,,2,,4,4,4,4,4,4,,4,,1,4,4,4,2,1,1,1,2,1,2,1,2,1,0.8
560,"B",12,13,2,"OR",4,2,,,,,,,,,,,,,,,,,1,"TEMPERATURES ARE FAIRLY STABLE",1,4,2,1,1,1,1,1,2,3,1,4,2,4,3,3,3,,2,,2,,2,4,4,4,4,4,,4,,6,3,4,4,4,2,1,1,2,4,5,4,1,4,1,0.84
561,"B",12,13,2,"PA",1,1,2,1,1,2,"BURNING COAL",8,1,1,1,1,,1,2,1,1,1,,,,,,,4,4,4,3,4,1,2,2,2,2,1,1,1,,2,,1,,1,2,2,3,3,3,,3,,1,,98,98,98,98,1,,,,1,,,,1,1.01
562,"A",12,13,1,"CT",1,1,2,2,2,3,"INCREASES IN TEMPERATURE",2,2,2,2,4,2,,1,1,1,2,,,,,,,3,1,2,1,98,4,1,4,1,1,2,2,2,2,,1,,2,,1,1,1,1,1,1,,5,,4,1,2,2,3,10,6,,2,5,1,3,,2,2.63
563,"A",12,13,1,"CA",4,1,2,1,1,2,"POLAR BEARS",7,2,3,3,2,2,,2,1,1,1,,,,,,,4,1,4,3,2,1,98,3,4,1,1,2,2,2,,1,,1,,3,2,3,3,3,3,,1,,4,1,2,2,3,9,2,,3,5,2,3,3,1,4.41
564,"B",12,13,2,"SC",2,1,1,1,1,1,"TOO MUCH POLLUTION",8,2,2,2,2,,2,2,1,2,2,,,,,,,4,4,4,4,4,2,2,3,2,2,1,1,1,,1,,1,,1,2,2,2,2,2,,2,,1,3,2,2,3,3,1,1,2,2,1,1,4,3,1,1.33
565,"B",12,13,98,"CT",1,2,,,,,,,,,,,,,,,,,2,"CYCLES ARE HAPPENING",2,2,4,4,4,4,4,4,4,2,98,2,4,4,3,3,3,,2,,2,,2,4,4,4,4,4,,4,,1,1,4,4,4,1,10,98,,4,1,3,3,98,1,0.99
566,"A",12,13,2,"HI",4,2,,,,,,,,,,,,,,,,,1,"PAST TEMPERATURES ARE THE SAME",1,1,2,4,2,3,2,3,4,3,1,4,4,4,1,1,1,2,,2,,2,,4,4,4,4,4,4,,6,,1,4,4,4,3,5,2,,4,1,4,2,3,1,1.64
567,"B",12,13,3,"CO",4,2,,,,,,,,,,,,,,,,,3,"WE HAVE NOTHING TO DO WITH THIS",9,4,2,2,1,1,1,1,1,4,1,4,1,1,3,3,3,,2,,2,,2,4,4,4,4,4,,4,,1,1,4,4,4,1,1,1,2,3,5,2,2,5,1,0.63
568,"B",12,13,4,"NJ",1,1,2,1,2,2,"CHANGES IN WEATHER",3,1,3,3,2,,3,3,2,2,2,,,,,,,3,3,3,3,3,2,1,98,3,4,2,2,2,,2,,2,,2,98,2,4,4,4,,2,,1,1,4,4,4,2,1,2,,3,5,1,2,5,1,0.68
569,"A",12,13,4,"TN",2,1,2,3,3,3,"MEDIA",6,2,3,4,3,3,,3,2,3,2,,,,,,,2,3,98,98,98,98,98,98,2,2,2,2,2,2,,98,,1,,98,2,4,4,4,4,,1,,2,98,4,4,2,1,2,,4,5,4,2,4,1,0.31
570,"A",12,13,3,"NY",1,1,2,3,1,2,"POLAR ICE MELTING",1,1,2,2,2,2,,3,1,2,2,,,,,,,4,4,4,4,4,3,3,2,4,3,1,2,2,2,,2,,2,,2,1,2,3,2,2,,2,,1,2,3,4,3,1,3,,4,5,2,3,6,1,0.26
571,"A",12,13,4,"MD",2,1,2,2,3,4,"WARMER IN RECENT YEARS",2,2,2,4,4,4,,2,4,2,4,,,,,,,1,1,1,2,2,4,3,2,2,1,3,3,3,2,,2,,2,,3,3,3,3,3,3,,6,,,4,4,4,2,1,2,,4,1,2,2,,2,0.41
572,"A",12,13,2,"TX",2,2,,,,,,,,,,,,,,,,,1,"EARTHS NATURAL ENVIRONMENT",2,2,2,2,1,1,2,1,1,4,1,3,2,2,3,3,3,2,,2,,2,,4,4,4,4,4,4,,3,,1,4,4,4,3,1,2,,4,2,2,2,4,2,0.94
573,"B",12,13,4,"LA",2,2,,,,,,,,,,,,,,,,,2,"READ THE BIBLE",6,1,4,4,1,1,1,1,3,4,1,4,4,4,3,3,3,,2,,2,,2,4,4,4,4,4,,4,,6,1,4,4,4,3,2,1,1,2,1,1,3,1,2,1.29
574,"B",12,14,3,"NY",1,1,3,1,1,1,"BURNING GAS",8,2,3,98,1,,1,1,1,1,1,,,,,,,3,2,2,2,1,2,2,2,2,3,2,2,2,,1,,1,,1,1,1,1,1,1,,1,,3,3,1,3,1,3,1,2,,4,1,1,4,4,2,0.36
575,"A",12,14,2,"FL",2,1,2,1,2,2,"ICE CAPS MELTING",1,1,4,3,2,2,,3,2,2,2,,,,,,,3,3,3,3,3,3,2,98,3,3,1,1,2,2,,2,,2,,4,4,4,4,4,4,,1,,2,2,3,4,2,10,2,,3,1,,,,1,1.76
576,"B",12,14,3,"VA",2,1,1,3,1,1,"PERSONAL EXPERIENCE IN DIFFERENT STATES..STATISTIC",2,1,1,1,1,,2,1,1,1,1,,,,,,,4,4,4,4,4,4,3,4,3,4,1,1,1,,1,,1,,1,1,1,1,2,1,,2,,1,5,1,1,2,1,1,1,1,4,1,1,5,,2,0.36
577,"B",12,14,4,"OH",3,1,1,1,1,1,"TERRIBLE STORMS",3,1,1,3,1,,3,3,1,2,1,,,,,,,4,4,4,4,4,4,1,4,4,4,1,1,1,,2,,2,,2,2,1,1,3,3,,3,,1,2,1,1,98,2,1,2,,2,2,1,3,2,2,0.9
578,"B",12,14,2,"OH",3,2,,,,,,,,,,,,,,,,,1,"BIBLE",6,1,4,4,2,3,1,3,3,4,1,3,4,4,1,1,1,,2,,2,,2,3,2,3,4,4,,4,,4,2,98,4,4,2,2,1,1,3,1,1,2,2,2,1.7
579,"B",12,14,4,"WA",4,2,,,,,,,,,,,,,,,,,1,"NOT SURE",9,1,4,1,1,1,1,1,1,4,4,4,4,1,3,3,3,,2,,2,,2,4,4,4,4,4,,4,,4,1,4,4,4,2,1,1,2,4,1,4,2,5,1,0.31
580,"B",12,14,3,"PA",1,1,2,3,1,2,"CHANGES IN WEATHER",3,1,1,2,2,,4,1,1,1,2,,,,,,,3,2,2,2,4,3,3,3,3,3,1,2,2,,2,,2,,2,3,2,3,4,2,,3,,1,3,2,3,4,2,1,1,2,3,1,1,2,2,2,0.73
581,"A",12,14,2,"NJ",1,1,1,1,1,1,"INCREASING CARBON DIOXIDE",8,1,2,2,2,4,,2,2,1,1,,,,,,,4,4,4,4,4,98,4,3,4,4,1,1,2,1,,1,,1,,1,1,1,1,1,4,,1,,4,4,4,4,1,1,1,2,5,5,1,5,6,1,0.79
582,"B",12,14,5,"NJ",1,1,2,1,1,2,"POLAR BEARS",7,1,1,98,2,,1,4,1,98,1,,,,,,,4,4,3,4,4,4,98,4,3,4,1,2,3,,98,,1,,98,1,1,1,4,2,,98,,1,4,1,98,1,2,1,6,,5,1,1,4,,2,0.49
583,"B",12,14,2,"CA",4,1,1,1,1,1,"TOO MUCH POLLUTION AND TOO MANY PEOPLE",8,1,2,2,1,,2,2,2,2,2,,,,,,,4,4,4,4,4,1,4,2,2,2,1,1,2,,1,,1,,1,1,1,2,1,1,,2,,1,4,1,1,2,1,1,4,,5,5,1,5,,1,0.79
584,"B",12,14,1,"NY",1,2,,,,,,,,,,,,,,,,,2,"CYCLES ARE HAPPENING",2,1,1,98,1,98,2,1,2,4,1,3,2,2,3,3,3,,2,,2,,2,4,4,2,4,4,,4,,6,1,4,4,4,98,1,3,,2,5,4,2,98,1,1.98
585,"B",12,14,4,"CA",4,2,,,,,,,,,,,,,,,,,2,"PATTERNS",2,3,4,4,4,4,1,1,4,4,1,4,1,1,3,3,3,,2,,2,,2,4,4,2,4,4,,4,,3,1,4,4,4,2,9,2,,3,5,4,1,,2,3.33
586,"A",12,14,3,"NM",4,2,,,,,,,,,,,,,,,,,1,"IT IS ALWAYS HOT HERE",1,2,2,2,2,2,2,2,2,3,2,3,2,3,3,3,3,2,,2,,2,,3,3,3,3,3,3,,6,,1,4,4,4,2,10,6,,2,2,2,2,,1,2.3
587,"B",12,14,1,"CA",4,1,1,1,1,1,"CLIMATE CHANGES",2,1,1,2,2,,2,4,1,2,2,,,,,,,4,4,3,3,4,2,3,2,2,2,1,1,1,,2,,1,,2,1,1,2,2,1,,3,,1,4,1,2,2,3,1,2,,5,2,1,5,4,1,1.44
588,"A",12,14,3,"MD",2,1,2,1,2,2,"MEDIA REPORTS",6,2,1,1,2,1,,2,2,2,2,,,,,,,3,2,3,3,3,2,2,2,3,3,1,2,3,2,,1,,1,,2,3,3,2,3,3,,5,,2,2,2,3,2,2,6,,3,1,1,4,2,1,1.02
589,"B",12,14,4,"PA",1,1,1,3,1,1,"POLAR ICE MELTING",1,2,3,1,1,,4,2,1,2,1,,,,,,,4,4,4,4,4,98,1,98,2,3,1,1,2,,98,,1,,98,2,2,2,3,3,,3,,1,2,1,1,1,2,1,1,1,4,2,4,2,,2,0.41
590,"B",12,14,4,"IL",3,1,2,3,2,1,"WARMER SUMMERS, NOT AS COLD WINTERS, MORE MOISTURE",2,1,2,3,3,,2,3,2,3,2,,,,,,,2,4,2,2,2,3,98,2,2,3,1,1,1,,1,,1,,1,2,2,3,2,1,,3,,1,3,1,1,2,2,1,2,,3,1,1,3,2,1,0.68
591,"A",12,14,3,"GA",2,2,,,,,,,,,,,,,,,,,1,"EARTHS NATURAL PATTERNS",2,3,2,2,2,2,2,1,1,4,1,4,3,3,3,3,3,2,,2,,2,,3,3,3,3,3,3,,6,,1,4,4,4,2,1,1,1,4,1,2,2,,1,0.26
592,"B",12,14,3,"WI",3,2,,,,,,,,,,,,,,,,,1,"READ THE BIBLE",6,1,4,2,1,1,2,1,4,4,1,4,3,4,1,1,1,,2,,98,,2,2,1,2,4,1,,98,,1,98,2,3,4,3,1,1,2,2,1,4,3,2,1,0.75
593,"A",12,14,3,"CA",4,98,,,,,,,,,,,,,,,,,,,,,,,2,2,98,98,98,3,2,98,3,3,98,98,3,2,,2,,2,,3,3,98,3,3,98,,6,,1,3,4,3,2,9,2,,2,1,4,98,,1,3.3
594,"B",12,14,3,"FL",2,1,4,2,4,4,"CYCLES",9,4,4,3,4,,4,4,4,3,4,,,,,,,2,2,2,2,3,3,2,2,2,2,2,3,3,,2,,2,,2,4,4,3,4,4,,4,,6,1,4,4,4,2,1,1,1,3,5,2,2,3,1,0.63
595,"B",12,14,3,"AL",2,1,2,3,2,2,"MELTING ICE CAPS",1,1,2,3,2,,4,2,1,2,2,,,,,,,2,4,2,2,4,4,1,4,4,4,1,1,1,,2,,2,,2,2,2,2,4,4,,4,,1,2,4,4,4,2,1,6,,3,1,2,3,4,1,0.63
596,"A",12,14,3,"NY",1,1,1,1,1,1,"POLLUTION AND WARMER TEMPERATURES",8,1,1,3,2,3,,3,1,3,3,,,,,,,4,4,2,3,4,2,1,2,4,4,1,1,1,2,,1,,2,,1,1,1,2,2,2,,1,,3,1,2,3,2,1,1,2,3,1,1,4,3,2,0.73
597,"B",12,14,4,"AR",2,1,2,2,2,2,"WAS LIKE THIS MANY YEARS AGO",9,1,3,4,2,,4,3,1,2,4,,,,,,,3,3,1,3,4,2,1,2,4,4,2,3,3,,2,,1,,2,1,1,1,3,3,,2,,1,4,2,3,3,2,1,1,2,3,1,2,2,3,1,0.68
598,"B",12,14,2,"LA",2,2,,,,,,,,,,,,,,,,,2,"GOD CONTROLS THE CLIMATE AND SEASONS",6,3,2,2,1,2,1,2,1,4,1,4,3,3,3,3,3,,2,,2,,2,4,4,4,4,4,,4,,6,1,4,4,4,2,2,1,2,4,5,2,2,,1,1.23
599,"B",12,14,3,"NJ",1,2,,,,,,,,,,,,,,,,,2,"SCIENTIFIC EVIDENCE",5,4,1,1,1,2,1,2,1,4,1,4,3,2,2,2,3,,2,,2,,2,4,4,4,4,4,,4,,1,2,4,4,4,2,1,6,,5,5,4,1,,1,0.21
600,"A",12,14,4,"ID",4,98,,,,,,,,,,,,,,,,,,,,,,,2,2,98,98,2,98,3,98,98,98,2,2,2,2,,2,,2,,98,98,98,98,98,98,,98,,1,98,98,98,2,1,1,2,2,1,98,98,1,2,0.9
601,"B",12,14,2,"PA",1,1,1,98,1,1,"DATA  AND SEA LEVELS RISING",4,2,4,1,3,,2,4,4,2,4,,,,,,,4,3,4,4,4,3,2,3,4,4,1,1,1,,1,,2,,1,4,3,3,1,1,,98,,1,5,1,2,3,3,1,1,1,3,1,1,3,6,1,1.21
602,"A",12,14,3,"RI",1,1,3,1,1,1,"MELTING OF NORTH AND SOUTH POLES",1,1,3,2,1,2,,4,2,2,2,,,,,,,4,4,2,4,4,98,98,3,4,4,2,2,2,1,,1,,1,,2,1,98,2,2,98,,1,,6,2,2,98,1,1,3,,3,5,1,5,6,2,0.73
603,"B",12,14,4,"MN",3,1,2,3,3,2,"READING",6,2,2,2,2,,1,2,2,2,2,,,,,,,2,4,1,1,4,4,2,1,2,2,2,2,2,,1,,1,,1,1,1,1,1,1,,1,,1,1,1,1,1,2,1,2,,3,2,1,3,98,2,0.78
604,"B",12,14,4,"IN",3,1,2,2,3,3,"WEATHER",3,1,1,2,1,,98,2,1,1,1,,,,,,,3,2,3,1,3,98,1,3,1,1,2,2,2,,2,,2,,2,4,4,4,4,4,,4,,6,1,4,4,4,3,1,1,1,2,1,1,2,2,1,0.8
605,"B",12,14,4,"MO",3,2,,,,,,,,,,,,,,,,,2,"I HAVE SEEN THESE PATTERNS BEFORE",2,1,4,4,4,4,2,4,4,4,1,4,4,4,1,1,1,,2,,2,,2,2,2,2,4,4,,4,,4,1,1,1,2,3,1,1,2,2,1,1,3,1,2,0.9
606,"A",12,14,4,"AZ",4,2,,,,,,,,,,,,,,,,,1,"TEMPERATURES IN ARIZONA ARE COLDER THAN",1,1,3,2,1,3,3,98,98,98,4,3,4,4,2,2,2,2,,2,,2,,3,3,3,3,3,3,,1,,1,3,3,3,2,1,1,2,3,1,2,2,,2,0.78
607,"A",12,14,5,"MD",2,98,,,,,,,,,,,,,,,,,,,,,,,2,2,98,3,1,2,3,2,2,2,3,2,2,1,,2,,2,,3,3,3,3,3,3,,1,,1,3,3,3,3,1,2,,2,1,1,2,2,2,1.03
608,"A",12,14,3,"PA",1,1,2,2,2,2,"EARTH CYCLES",9,1,2,3,2,3,,3,1,4,2,,,,,,,3,3,1,3,3,3,1,4,4,4,1,1,1,2,,2,,2,,4,4,4,4,4,4,,1,,1,3,3,3,3,1,6,,4,5,2,3,4,1,0.26
609,"B",12,14,4,"FL",2,1,4,3,4,4,"NATURAL PATTERN",9,4,4,4,4,,4,4,4,4,4,,,,,,,1,1,1,1,98,4,1,4,4,1,3,3,3,,2,,98,,2,4,4,1,4,4,,1,,3,1,4,4,1,2,1,2,,2,1,2,1,1,2,0.9
610,"A",12,14,3,"GA",2,1,1,1,1,1,"REPORTS BY SCIENTISTS",4,1,2,1,3,1,,3,1,3,2,,,,,,,4,4,3,3,4,3,2,2,4,4,1,1,1,2,,1,,2,,2,1,2,3,3,3,,1,,4,1,3,3,2,1,2,,4,5,2,1,4,1,0.26
611,"A",12,14,2,"NM",4,1,1,3,1,1,"WEATHER",3,1,2,1,2,1,,1,1,1,1,,,,,,,4,4,4,4,4,1,3,1,4,4,1,1,1,1,,1,,1,,4,2,2,4,4,4,,1,,4,2,2,2,2,1,6,,5,6,4,3,6,2,0.89
612,"A",12,14,4,"MI",3,2,,,,,,,,,,,,,,,,,2,"WEATHER",1,1,2,2,2,2,2,2,3,2,4,2,4,4,2,2,3,2,,2,,2,,1,1,1,2,2,98,,98,,1,3,4,98,2,1,,,5,1,4,3,,1,0.26
613,"A",12,14,4,"NE",3,98,,,,,,,,,,,,,,,,,,,,,,,1,4,98,1,1,4,98,98,4,4,2,2,2,2,,2,,1,,4,1,1,4,1,1,,2,,4,98,1,4,3,1,2,,5,1,4,3,6,1,0.26
614,"A",12,14,3,"TX",2,1,1,1,1,1,"FEELING OF GREATER HEAT",2,1,1,1,1,4,,2,1,1,1,,,,,,,3,3,3,3,4,2,1,2,3,3,1,1,1,2,,98,,98,,98,2,98,98,2,98,,5,,1,2,98,2,2,9,2,,2,98,1,4,2,2,3.4
615,"B",12,14,3,"MA",1,1,1,98,2,1,"NEWS",6,1,4,1,2,,2,3,2,2,2,,,,,,,3,3,2,3,4,4,1,4,4,4,1,2,2,,1,,1,,1,2,1,1,2,2,,4,,1,5,1,1,2,3,1,1,2,4,2,3,3,,2,0.36
616,"B",12,14,3,"NY",1,1,1,1,1,1,"SCIENTIFIC EVIDENCE",4,1,1,1,1,,1,1,1,1,1,,,,,,,4,4,4,4,4,98,98,4,4,1,1,1,1,,1,,1,,1,4,1,4,1,1,,4,,1,6,1,1,4,3,1,1,1,5,2,1,5,6,1,0.21
617,"B",12,14,1,"WA",4,1,2,3,1,1,"WEATHER",3,2,2,2,2,,2,2,2,2,2,,,,,,,3,2,2,2,2,2,3,3,3,3,1,1,1,,2,,1,,2,2,2,2,2,2,,2,,1,1,2,2,2,2,1,98,,4,1,4,,98,2,1.59
618,"A",12,14,1,"IN",3,2,,,,,,,,,,,,,,,,,1,"MORE COLD THAN WARM",1,4,2,1,1,1,2,1,1,4,1,1,1,2,3,3,3,2,,2,,2,,4,3,4,4,2,4,,3,,1,4,4,4,1,1,1,98,3,5,98,,4,1,1.86
619,"A",12,14,3,"NC",2,98,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,4,4,2,2,4,2,1,2,3,2,,1,,2,,2,2,3,4,2,4,,1,,2,2,2,4,2,1,1,1,5,1,2,3,6,1,0.21
620,"B",12,14,1,"NY",1,1,2,3,1,2,"GLACIERS ARE MELTING",1,1,1,2,1,,1,1,1,4,1,,,,,,,4,4,98,4,4,1,4,4,4,4,2,2,2,,2,,1,,1,1,1,1,1,4,,1,,1,3,1,1,1,3,2,2,,4,5,1,3,,2,1.98
621,"B",12,14,2,"IA",3,1,2,98,3,2,"NO SNOW",3,2,2,4,4,,98,2,4,3,4,,,,,,,3,3,98,98,3,2,98,2,3,2,1,1,1,,2,,98,,2,3,2,98,3,2,,3,,1,5,3,2,3,3,1,98,,3,2,4,2,3,1,1.21
622,"B",12,14,4,"PA",1,1,2,1,2,3,"SEASONS ARE DIFFERENT",2,2,2,2,1,,2,2,2,2,2,,,,,,,1,1,1,2,1,3,2,2,3,2,2,2,2,,1,,1,,1,2,2,2,2,2,,2,,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,0.9
623,"B",12,14,1,"OR",4,1,2,1,2,2,"WEATHER CHANGES",3,2,2,2,2,,3,2,2,2,2,,,,,,,3,3,3,3,3,2,3,2,2,2,1,1,1,,98,,98,,98,98,98,3,98,98,,2,,1,2,2,2,2,2,1,2,,2,5,4,3,,1,1.98
624,"B",12,14,1,"FL",2,2,,,,,,,,,,,,,,,,,3,"NATURAL PROCESSES",2,4,2,4,2,3,1,2,4,4,1,3,2,2,1,1,1,,1,,1,,2,2,2,4,3,2,,3,,1,4,2,2,2,1,1,98,,,98,1,3,,1,1.66
625,"B",12,14,2,"SC",2,98,,,,,,,,,,,,,,,,,,,,,,,2,98,3,2,98,3,2,98,3,3,2,2,2,,2,,98,,2,98,98,3,4,3,,98,,3,1,2,3,3,2,1,2,,4,1,4,3,3,2,0.94
626,"A",12,14,3,"IL",3,1,1,1,1,1,"HIGHER TEMPERATURES",2,1,1,2,2,3,,2,1,3,3,,,,,,,4,3,4,3,4,4,1,4,4,4,1,1,1,2,,2,,2,,1,1,1,4,4,4,,1,,4,1,4,4,2,2,2,,4,5,1,4,2,1,0.65
627,"B",12,14,4,"NH",1,1,1,3,1,2,"NOT SURE",10,1,2,3,2,,4,3,1,2,2,,,,,,,3,3,2,3,4,4,1,4,4,4,2,2,2,,2,,2,,2,2,2,2,4,4,,4,,1,3,1,3,3,3,1,1,2,2,2,4,2,3,2,0.9
628,"B",12,14,3,"IN",3,1,2,1,2,2,"STRANGE WEATHER CONDITIONS",3,2,2,2,2,,2,2,2,2,2,,,,,,,3,3,3,3,3,3,1,3,4,4,1,2,2,,2,,2,,2,3,3,3,3,3,,3,,1,1,4,4,4,3,1,2,,4,1,4,2,,1,0.26
629,"B",12,14,2,"MA",1,1,1,3,1,1,"WEATHER PATTERNS",3,1,1,1,98,,98,98,98,98,98,,,,,,,4,4,4,4,4,4,1,98,4,4,1,1,1,,2,,98,,2,98,98,98,98,98,,98,,6,1,98,98,98,2,1,7,,4,5,2,5,,1,0.84
630,"A",12,14,3,"ID",4,2,,,,,,,,,,,,,,,,,2,"NO PROVEN FACTS",3,2,2,1,1,1,2,2,1,3,2,3,3,3,3,3,3,2,,2,,2,,4,4,4,4,4,4,,6,,1,4,4,4,2,1,1,2,4,1,2,2,3,1,0.26
631,"B",12,14,4,"WI",3,98,,,,,,,,,,,,,,,,,,,,,,,2,2,98,2,98,3,2,98,3,3,2,2,2,,2,,98,,2,98,98,98,98,98,,98,,4,1,98,98,98,2,1,2,,2,2,4,3,,1,0.8
632,"B",12,14,2,"CA",4,1,1,1,1,1,"HUMAN RESORCES",8,4,1,2,1,,4,4,1,1,1,,,,,,,4,4,4,4,1,4,4,1,4,4,1,1,1,,2,,2,,1,1,1,1,4,4,,98,,1,6,1,1,1,2,10,1,2,5,5,2,4,1,1,1.09
633,"A",12,14,1,"NJ",1,1,2,98,2,2,"OBSERVATIONS",2,2,1,4,1,4,,1,98,1,1,,,,,,,1,4,4,3,4,98,98,1,2,2,2,2,2,2,,2,,98,,4,1,2,4,2,2,,1,,2,2,4,4,3,9,2,,4,5,1,5,2,2,4.14
634,"A",12,14,3,"MO",3,1,2,3,1,1,"TELEVISION",6,2,1,2,1,2,,2,3,2,2,,,,,,,4,4,2,2,2,4,3,98,4,2,1,1,1,2,,1,,2,,2,1,1,4,3,3,,6,,1,2,4,4,2,1,6,,3,2,4,3,,2,0.73
635,"B",12,14,3,"CA",4,1,2,3,3,3,"WEATHER TEMPERATURES",2,2,1,2,2,,3,1,2,3,2,,,,,,,3,3,3,3,3,2,1,2,3,4,2,2,2,,2,,2,,2,2,2,4,4,4,,1,,1,1,4,4,4,2,1,1,2,3,5,1,2,5,2,0.73
636,"A",12,14,2,"NC",2,2,,,,,,,,,,,,,,,,,1,"NOT ENOUGH EVIDENCE",3,2,2,2,1,1,1,1,1,3,1,3,2,2,3,3,3,2,,2,,2,,4,4,4,4,4,4,,6,,1,4,4,4,3,1,2,,4,2,2,2,,1,0.84
637,"A",12,15,3,"NC",2,98,,,,,,,,,,,,,,,,,,,,,,,3,2,3,98,4,4,4,4,4,98,1,2,2,1,,1,,2,,2,1,4,2,1,4,,1,,5,4,4,4,2,1,1,1,4,6,4,98,4,1,0.26
638,"A",12,15,4,"PA",1,1,2,3,1,1,"GLACIERS ARE MELTING",1,1,4,1,2,4,,3,1,98,2,,,,,,,4,4,4,4,4,4,1,4,1,4,1,1,1,2,,1,,2,,98,1,1,4,4,4,,1,,4,1,4,4,2,1,6,,5,5,1,4,4,2,0.36
639,"B",12,15,4,"NY",1,1,2,3,2,2,"NO SPRING OR FALL",2,2,2,2,2,,4,2,1,2,2,,,,,,,4,3,3,2,3,2,3,3,2,2,1,1,2,,1,,1,,1,2,1,2,2,1,,3,,1,3,1,2,2,3,1,2,,3,2,1,4,,2,0.78
